order_id,payment_type,payment_installments,payment_value
ORD000827,boleto,1,824.57
ORD000828,boleto,1,232.56
ORD000829,credit_card,2,127.23
ORD000830,credit_card,1,168.32
ORD000831,credit_card,1,1086.5
ORD000832,credit_card,10,559.47
ORD000833,credit_card,2,1165.34
ORD000834,credit_card,1,195.28
ORD000835,credit_card,6,56.3
ORD000836,debit_card,1,890.02
ORD000837,boleto,1,129.99
ORD000838,voucher,1,449.16
ORD000839,boleto,1,231.89
ORD000840,boleto,1,573.91
ORD000841,boleto,1,288.46
ORD000842,credit_card,6,124.84
ORD000843,credit_card,2,390.31
ORD000844,boleto,1,739.67
ORD000845,credit_card,3,407.81
ORD000846,credit_card,2,2257.62
ORD000847,credit_card,2,742.13
ORD000848,credit_card,1,47.28
ORD000849,voucher,1,523.88
ORD000850,boleto,1,701.18
ORD000851,credit_card,3,1835.33
ORD000852,debit_card,1,887.57
ORD000853,credit_card,1,22.07
ORD000854,credit_card,6,83.04
ORD000855,credit_card,1,155.91
ORD000856,credit_card,1,315.22
ORD000857,credit_card,2,317.21
ORD000858,credit_card,3,149.0
ORD000859,credit_card,1,77.04
ORD000860,credit_card,10,331.45
ORD000861,voucher,1,363.49
ORD000862,debit_card,1,42.86
ORD000863,boleto,1,1167.58
ORD000864,credit_card,2,1706.66
ORD000865,debit_card,1,98.56
ORD000866,debit_card,1,414.65
ORD000867,boleto,1,146.87
ORD000868,credit_card,1,1249.63
ORD000869,debit_card,1,990.21
ORD000870,debit_card,1,1117.52
ORD000871,voucher,1,175.26
ORD000872,boleto,1,179.13
ORD000873,debit_card,1,395.79
ORD000874,credit_card,6,985.71
ORD000875,credit_card,3,131.53
ORD000876,credit_card,6,44.02
ORD000877,debit_card,1,1573.17
ORD000878,credit_card,2,297.8
ORD000879,credit_card,6,734.74
ORD000880,debit_card,1,139.48
ORD000881,credit_card,3,322.85
ORD000882,credit_card,6,66.04
ORD000883,voucher,1,281.41
ORD000884,credit_card,10,188.96
ORD000885,credit_card,1,36.87
ORD000886,credit_card,10,89.62
ORD000887,credit_card,1,89.52
ORD000888,credit_card,1,824.59
ORD000889,credit_card,3,132.55
ORD000890,credit_card,6,114.19
ORD000891,credit_card,6,40.92
ORD000892,voucher,1,369.83
ORD000893,boleto,1,316.85
ORD000894,credit_card,1,196.8
ORD000895,debit_card,1,1742.15
ORD000896,credit_card,3,156.11
ORD000897,debit_card,1,52.53
ORD000898,debit_card,1,510.86
ORD000899,credit_card,1,296.86
ORD000900,boleto,1,780.0
ORD000901,credit_card,1,152.32
ORD000902,credit_card,10,164.4
ORD000903,credit_card,1,1066.67
ORD000904,credit_card,2,1591.38
ORD000905,boleto,1,419.73
ORD000906,boleto,1,490.02
ORD000907,debit_card,1,421.64
ORD000908,credit_card,3,468.37
ORD000909,credit_card,1,270.4
ORD000910,credit_card,1,148.84
ORD000911,voucher,1,1306.49
ORD000912,boleto,1,260.43
ORD000913,credit_card,1,250.59
ORD000914,boleto,1,108.32
ORD000915,boleto,1,141.32
ORD000916,credit_card,3,413.82
ORD000917,debit_card,1,121.13
ORD000918,credit_card,1,190.85
ORD000919,boleto,1,382.68
ORD000920,credit_card,10,1283.88
ORD000921,credit_card,1,604.45
ORD000922,voucher,1,1508.44
ORD000923,boleto,1,347.97
ORD000924,boleto,1,121.99
ORD000925,credit_card,2,179.1
ORD000926,credit_card,3,785.65
ORD000927,credit_card,1,218.63
ORD000928,debit_card,1,85.55
ORD000929,debit_card,1,926.12
ORD000930,credit_card,3,113.49
ORD000931,credit_card,2,127.74
ORD000932,boleto,1,79.48
ORD000933,credit_card,6,92.34
ORD000934,boleto,1,62.28
ORD000935,boleto,1,257.43
ORD000936,credit_card,3,63.1
ORD000937,debit_card,1,1500.95
ORD000938,credit_card,3,100.79
ORD000939,boleto,1,858.42
ORD000940,credit_card,3,198.0
ORD000941,debit_card,1,79.07
ORD000942,credit_card,1,88.64
ORD000943,credit_card,10,43.16
ORD000944,boleto,1,373.76
ORD000945,boleto,1,222.73
ORD000946,boleto,1,1111.31
ORD000947,boleto,1,631.51
ORD000948,voucher,1,191.22
ORD000949,credit_card,3,489.47
ORD000950,voucher,1,73.0
ORD000951,credit_card,3,198.58
ORD000952,credit_card,10,290.21
ORD000953,credit_card,2,942.64
ORD000954,credit_card,1,819.87
ORD000955,credit_card,1,531.29
ORD000956,debit_card,1,234.75
ORD000957,boleto,1,144.28
ORD000958,credit_card,1,564.31
ORD000959,credit_card,1,190.31
ORD000960,credit_card,6,136.87
ORD000961,debit_card,1,32.86
ORD000962,credit_card,1,42.21
ORD000963,credit_card,1,67.5
ORD000964,credit_card,1,133.4
ORD000965,credit_card,1,676.16
ORD000966,credit_card,2,326.59
ORD000967,credit_card,1,1354.71
ORD000968,credit_card,1,76.41
ORD000969,credit_card,2,616.01
ORD000970,credit_card,1,21.98
ORD000971,debit_card,1,114.25
ORD000972,debit_card,1,83.16
ORD000973,credit_card,1,246.96
ORD000974,credit_card,2,1509.48
ORD000975,credit_card,1,1366.54
ORD000976,credit_card,2,142.54
ORD000977,credit_card,2,388.4
ORD000978,credit_card,2,876.46
ORD000979,debit_card,1,613.98
ORD000980,boleto,1,1587.57
ORD000981,credit_card,3,115.71
ORD000982,voucher,1,237.92
ORD000983,debit_card,1,1345.81
ORD000984,credit_card,1,667.69
ORD000985,credit_card,10,158.93
ORD000986,credit_card,10,442.33
ORD000987,voucher,1,797.04
ORD000988,boleto,1,820.24
ORD000989,boleto,1,806.49
ORD000990,credit_card,1,826.48
ORD000991,credit_card,1,1236.74
ORD000992,credit_card,1,69.58
ORD000993,credit_card,10,1932.97
ORD000994,debit_card,1,968.57
ORD000995,credit_card,3,128.15
ORD000996,credit_card,2,1558.57
ORD000997,debit_card,1,2947.12
ORD000998,credit_card,2,41.19
ORD000999,debit_card,1,106.69
ORD001000,credit_card,6,200.71
ORD001001,boleto,1,601.19
ORD001002,credit_card,6,882.26
ORD001003,debit_card,1,191.71
ORD001004,credit_card,1,114.36
ORD001005,boleto,1,538.8
ORD001006,debit_card,1,58.93
ORD001007,credit_card,1,923.2
ORD001008,credit_card,2,321.05
ORD001009,credit_card,1,541.61
ORD001010,debit_card,1,986.6
ORD001011,credit_card,2,181.92
ORD001012,credit_card,1,65.49
ORD001013,credit_card,2,342.64
ORD001014,boleto,1,1721.11
ORD001015,credit_card,3,208.6
ORD001016,debit_card,1,66.86
ORD001017,credit_card,1,316.41
ORD001018,credit_card,1,290.07
ORD001019,boleto,1,774.99
ORD001020,debit_card,1,382.41
ORD001021,credit_card,6,1602.63
ORD001022,credit_card,1,1237.35
ORD001023,debit_card,1,92.77
ORD001024,credit_card,1,60.75
ORD001025,credit_card,3,52.66
ORD001026,credit_card,1,148.83
ORD001027,boleto,1,782.27
ORD001028,credit_card,1,1647.56
ORD001029,boleto,1,264.94
ORD001030,debit_card,1,1138.65
ORD001031,credit_card,10,124.62
ORD001032,credit_card,3,160.88
ORD001033,credit_card,1,27.54
ORD001034,credit_card,3,118.26
ORD001035,credit_card,2,86.81
ORD001036,credit_card,1,346.45
ORD001037,credit_card,1,76.12
ORD001038,voucher,1,509.4
ORD001039,credit_card,6,126.24
ORD001040,credit_card,6,1145.94
ORD001041,voucher,1,1121.68
ORD001042,credit_card,1,551.33
ORD001043,credit_card,1,518.98
ORD001044,boleto,1,81.09
ORD001045,credit_card,2,180.51
ORD001046,credit_card,1,473.47
ORD001047,boleto,1,210.93
ORD001048,credit_card,6,81.46
ORD001049,boleto,1,1210.99
ORD001050,credit_card,3,506.9
ORD001051,credit_card,1,949.33
ORD001052,credit_card,2,1206.22
ORD001053,debit_card,1,46.68
ORD001054,credit_card,1,508.34
ORD001055,credit_card,1,999.46
ORD001056,debit_card,1,747.5
ORD001057,credit_card,10,161.42
ORD001058,credit_card,3,246.3
ORD001059,boleto,1,160.89
ORD001060,debit_card,1,321.03
ORD001061,credit_card,2,1402.73
ORD001062,boleto,1,414.52
ORD001063,credit_card,1,731.06
ORD001064,debit_card,1,935.05
ORD001065,credit_card,1,81.74
ORD001066,boleto,1,128.37
ORD001067,credit_card,6,100.59
ORD001068,credit_card,1,808.31
ORD001069,credit_card,1,817.35
ORD001070,credit_card,1,69.39
ORD001071,debit_card,1,261.06
ORD001072,boleto,1,435.5
ORD001073,credit_card,3,163.37
ORD001074,credit_card,3,504.18
ORD001075,credit_card,1,646.35
ORD001076,debit_card,1,1127.44
ORD001077,boleto,1,1196.8
ORD001078,boleto,1,40.57
ORD001079,debit_card,1,1504.33
ORD001080,debit_card,1,166.71
ORD001081,voucher,1,64.09
ORD001082,boleto,1,208.21
ORD001083,debit_card,1,504.02
ORD001084,boleto,1,820.32
ORD001085,boleto,1,438.51
ORD001086,credit_card,1,104.36
ORD001087,credit_card,1,64.89
ORD001088,credit_card,2,82.8
ORD001089,credit_card,6,579.54
ORD001090,credit_card,1,263.14
ORD001091,boleto,1,311.97
ORD001092,credit_card,1,407.17
ORD001093,credit_card,1,434.95
ORD001094,credit_card,1,50.47
ORD001095,boleto,1,705.24
ORD001096,credit_card,3,403.87
ORD001097,debit_card,1,38.34
ORD001098,debit_card,1,360.76
ORD001099,credit_card,2,264.06
ORD001100,credit_card,2,51.96
ORD001101,credit_card,2,402.84
ORD001102,debit_card,1,1273.13
ORD001103,credit_card,1,67.21
ORD001104,credit_card,3,1766.33
ORD001105,credit_card,2,246.85
ORD001106,credit_card,2,142.87
ORD001107,credit_card,3,242.67
ORD001108,credit_card,3,747.51
ORD001109,boleto,1,1350.25
ORD001110,credit_card,1,358.38
ORD001111,credit_card,1,906.28
ORD001112,boleto,1,790.08
ORD001113,credit_card,1,284.01
ORD001114,boleto,1,389.37
ORD001115,debit_card,1,279.43
ORD001116,credit_card,1,1110.12
ORD001117,credit_card,3,110.25
ORD001118,credit_card,10,136.69
ORD001119,boleto,1,1148.85
ORD001120,credit_card,6,1353.28
ORD001121,credit_card,3,222.03
ORD001122,boleto,1,681.75
ORD001123,voucher,1,99.01
ORD001124,credit_card,3,291.68
ORD001125,credit_card,3,185.39
ORD001126,credit_card,3,931.75
ORD001127,debit_card,1,62.61
ORD001128,credit_card,10,630.41
ORD001129,boleto,1,2491.31
ORD001130,credit_card,2,736.75
ORD001131,credit_card,3,415.45
ORD001132,boleto,1,325.29
ORD001133,debit_card,1,1360.18
ORD001134,boleto,1,504.49
ORD001135,boleto,1,89.97
ORD001136,debit_card,1,432.11
ORD001137,boleto,1,71.42
ORD001138,voucher,1,161.64
ORD001139,credit_card,2,440.48
ORD001140,credit_card,10,236.15
ORD001141,credit_card,2,127.92
ORD001142,credit_card,10,219.54
ORD001143,credit_card,2,67.58
ORD001144,credit_card,6,1515.12
ORD001145,credit_card,1,396.95
ORD001146,credit_card,1,462.18
ORD001147,boleto,1,355.34
ORD001148,credit_card,1,401.09
ORD001149,credit_card,2,424.14
ORD001150,credit_card,1,300.4
ORD001151,credit_card,1,678.97
ORD001152,credit_card,1,104.29
ORD001153,boleto,1,72.74
ORD001154,boleto,1,68.43
ORD001155,debit_card,1,372.83
ORD001156,debit_card,1,57.03
ORD001157,voucher,1,354.05
ORD001158,voucher,1,236.31
ORD001159,credit_card,1,151.26
ORD001160,debit_card,1,420.43
ORD001161,credit_card,2,683.36
ORD001162,voucher,1,59.53
ORD001163,credit_card,2,1096.36
ORD001164,debit_card,1,253.97
ORD001165,credit_card,1,294.12
ORD001166,boleto,1,760.45
ORD001167,credit_card,1,271.23
ORD001168,boleto,1,419.53
ORD001169,boleto,1,1167.48
ORD001170,credit_card,1,942.88
ORD001171,credit_card,6,383.53
ORD001172,credit_card,3,399.29
ORD001173,credit_card,10,2005.09
ORD001174,credit_card,6,59.06
ORD001175,credit_card,3,50.44
ORD001176,credit_card,2,202.01
ORD001177,credit_card,2,162.06
ORD001178,debit_card,1,963.84
ORD001179,credit_card,2,590.43
ORD001180,credit_card,10,675.7
ORD001181,debit_card,1,64.7
ORD001182,debit_card,1,258.52
ORD001183,credit_card,10,1933.82
ORD001184,debit_card,1,107.27
ORD001185,credit_card,10,23.82
ORD001186,debit_card,1,83.33
ORD001187,boleto,1,234.59
ORD001188,debit_card,1,90.79
ORD001189,credit_card,1,935.49
ORD001190,credit_card,2,1540.54
ORD001191,credit_card,1,73.53
ORD001192,credit_card,1,182.35
ORD001193,credit_card,3,696.06
ORD001194,debit_card,1,164.54
ORD001195,credit_card,3,40.17
ORD001196,credit_card,10,622.28
ORD001197,debit_card,1,89.82
ORD001198,boleto,1,70.67
ORD001199,credit_card,1,289.76
ORD001200,voucher,1,1575.51
ORD001201,credit_card,2,395.39
ORD001202,boleto,1,159.67
ORD001203,debit_card,1,211.33
ORD001204,credit_card,1,254.39
ORD001205,credit_card,3,226.0
ORD001206,boleto,1,53.28
ORD001207,credit_card,3,384.42
ORD001208,credit_card,10,31.6
ORD001209,boleto,1,86.89
ORD001210,credit_card,1,350.77
ORD001211,boleto,1,2045.45
ORD001212,debit_card,1,507.51
ORD001213,credit_card,3,72.98
ORD001214,credit_card,6,1523.14
ORD001215,boleto,1,126.56
ORD001216,credit_card,1,100.0
ORD001217,debit_card,1,852.82
ORD001218,credit_card,3,1338.37
ORD001219,credit_card,1,103.7
ORD001220,credit_card,3,134.2
ORD001221,debit_card,1,88.35
ORD001222,debit_card,1,643.96
ORD001223,boleto,1,952.32
ORD001224,debit_card,1,813.22
ORD001225,credit_card,6,78.43
ORD001226,credit_card,10,190.41
ORD001227,credit_card,1,1284.13
ORD001228,credit_card,1,555.24
ORD001229,debit_card,1,158.16
ORD001230,debit_card,1,83.1
ORD001231,credit_card,6,79.75
ORD001232,credit_card,3,101.91
ORD001233,credit_card,2,1104.38
ORD001234,debit_card,1,1002.32
ORD001235,boleto,1,614.59
ORD001236,credit_card,3,107.75
ORD001237,boleto,1,109.05
ORD001238,debit_card,1,120.08
ORD001239,boleto,1,1645.15
ORD001240,credit_card,3,66.27
ORD001241,credit_card,6,203.65
ORD001242,boleto,1,857.59
ORD001243,credit_card,2,82.86
ORD001244,credit_card,10,74.78
ORD001245,debit_card,1,438.9
ORD001246,credit_card,1,196.88
ORD001247,credit_card,2,906.3
ORD001248,credit_card,1,1143.09
ORD001249,voucher,1,420.77
ORD001250,credit_card,2,321.31
ORD001251,credit_card,1,3559.82
ORD001252,credit_card,1,199.16
ORD001253,credit_card,1,99.22
ORD001254,voucher,1,72.78
ORD001255,boleto,1,849.96
ORD001256,credit_card,1,971.64
ORD001257,boleto,1,209.5
ORD001258,debit_card,1,608.92
ORD001259,boleto,1,905.26
ORD001260,debit_card,1,964.25
ORD001261,boleto,1,125.49
ORD001262,credit_card,2,488.18
ORD001263,boleto,1,1279.57
ORD001264,voucher,1,262.7
ORD001265,credit_card,10,89.99
ORD001266,debit_card,1,71.64
ORD001267,credit_card,10,489.54
ORD001268,credit_card,1,1412.42
ORD001269,credit_card,1,2905.54
ORD001270,debit_card,1,981.07
ORD001271,credit_card,1,63.55
ORD001272,credit_card,1,120.66
ORD001273,debit_card,1,385.51
ORD001274,boleto,1,188.89
ORD001275,debit_card,1,205.8
ORD001276,voucher,1,602.18
ORD001277,credit_card,3,420.44
ORD001278,boleto,1,145.15
ORD001279,credit_card,10,95.71
ORD001280,credit_card,2,144.85
ORD001281,credit_card,2,1297.56
ORD001282,credit_card,6,428.97
ORD001283,credit_card,1,225.67
ORD001284,credit_card,6,264.12
ORD001285,credit_card,1,166.79
ORD001286,credit_card,2,907.09
ORD001287,credit_card,10,732.1
ORD001288,credit_card,2,344.22
ORD001289,voucher,1,88.43
ORD001290,boleto,1,1071.72
ORD001291,credit_card,1,38.1
ORD001292,credit_card,10,182.99
ORD001293,credit_card,6,129.48
ORD001294,debit_card,1,847.04
ORD001295,debit_card,1,317.52
ORD001296,debit_card,1,774.74
ORD001297,boleto,1,233.59
ORD001298,boleto,1,719.45
ORD001299,boleto,1,96.28
ORD001300,boleto,1,101.17
ORD001301,credit_card,1,1090.14
ORD001302,debit_card,1,476.29
ORD001303,boleto,1,909.0
ORD001304,voucher,1,1548.57
ORD001305,credit_card,6,49.35
ORD001306,debit_card,1,29.27
ORD001307,boleto,1,864.44
ORD001308,boleto,1,63.11
ORD001309,boleto,1,288.28
ORD001310,boleto,1,308.33
ORD001311,credit_card,3,1861.76
ORD001312,voucher,1,115.56
ORD001313,credit_card,1,41.48
ORD001314,debit_card,1,156.98
ORD001315,boleto,1,354.52
ORD001316,voucher,1,428.2
ORD001317,credit_card,6,337.61
ORD001318,credit_card,6,266.05
ORD001319,debit_card,1,44.47
ORD001320,boleto,1,1922.09
ORD001321,boleto,1,244.97
ORD001322,credit_card,1,119.27
ORD001323,credit_card,6,59.42
ORD001324,credit_card,1,145.96
ORD001325,credit_card,2,708.93
ORD001326,debit_card,1,901.07
ORD001327,boleto,1,345.83
ORD001328,credit_card,1,41.55
ORD001329,boleto,1,940.37
ORD001330,credit_card,6,189.56
ORD001331,debit_card,1,972.96
ORD001332,credit_card,1,630.41
ORD001333,credit_card,2,366.15
ORD001334,voucher,1,746.1
ORD001335,debit_card,1,875.54
ORD001336,boleto,1,117.81
ORD001337,credit_card,1,229.75
ORD001338,debit_card,1,85.94
ORD001339,credit_card,10,418.16
ORD001340,credit_card,1,91.73
ORD001341,debit_card,1,124.73
ORD001342,voucher,1,558.0
ORD001343,boleto,1,232.95
ORD001344,credit_card,6,151.62
ORD001345,boleto,1,180.29
ORD001346,credit_card,2,29.48
ORD001347,voucher,1,324.78
ORD001348,credit_card,1,678.36
ORD001349,credit_card,1,179.2
ORD001350,debit_card,1,315.99
ORD001351,credit_card,10,978.29
ORD001352,debit_card,1,566.89
ORD001353,credit_card,10,150.73
ORD001354,credit_card,10,677.47
ORD001355,boleto,1,213.26
ORD001356,credit_card,1,644.96
ORD001357,credit_card,2,1668.36
ORD001358,credit_card,1,2039.45
ORD001359,credit_card,1,913.96
ORD001360,credit_card,2,79.76
ORD001361,debit_card,1,477.41
ORD001362,credit_card,2,1328.03
ORD001363,boleto,1,90.07
ORD001364,debit_card,1,619.36
ORD001365,credit_card,1,282.33
ORD001366,boleto,1,262.4
ORD001367,debit_card,1,1606.43
ORD001368,credit_card,3,36.3
ORD001369,credit_card,3,983.04
ORD001370,credit_card,2,1512.83
ORD001371,boleto,1,93.9
ORD001372,credit_card,1,2565.3
ORD001373,credit_card,6,33.32
ORD001374,boleto,1,161.8
ORD001375,credit_card,2,162.12
ORD001376,credit_card,10,114.04
ORD001377,voucher,1,85.07
ORD001378,boleto,1,26.18
ORD001379,debit_card,1,375.53
ORD001380,credit_card,1,300.08
ORD001381,credit_card,1,56.74
ORD001382,credit_card,2,137.02
ORD001383,debit_card,1,208.07
ORD001384,credit_card,1,399.2
ORD001385,credit_card,2,848.61
ORD001386,boleto,1,3006.78
ORD001387,credit_card,6,331.83
ORD001388,credit_card,10,1075.65
ORD001389,credit_card,3,69.79
ORD001390,credit_card,1,962.69
ORD001391,voucher,1,40.71
ORD001392,credit_card,1,148.67
ORD001393,credit_card,6,32.99
ORD001394,credit_card,2,896.75
ORD001395,debit_card,1,606.75
ORD001396,voucher,1,317.91
ORD001397,credit_card,3,252.3
ORD001398,credit_card,6,210.01
ORD001399,voucher,1,109.26
ORD001400,voucher,1,241.02
ORD001401,boleto,1,335.92
ORD001402,debit_card,1,471.23
ORD001403,debit_card,1,147.49
ORD001404,credit_card,1,40.53
ORD001405,credit_card,1,405.12
ORD001406,boleto,1,408.66
ORD001407,boleto,1,219.15
ORD001408,debit_card,1,857.18
ORD001409,boleto,1,164.84
ORD001410,debit_card,1,115.91
ORD001411,credit_card,10,100.12
ORD001412,boleto,1,91.74
ORD001413,credit_card,6,1161.93
ORD001414,credit_card,6,2237.38
ORD001415,credit_card,1,704.8
ORD001416,credit_card,6,139.0
ORD001417,voucher,1,237.81
ORD001418,debit_card,1,2237.74
ORD001419,debit_card,1,56.1
ORD001420,debit_card,1,346.78
ORD001421,boleto,1,185.88
ORD001422,boleto,1,82.15
ORD001423,credit_card,1,1480.19
ORD001424,credit_card,1,117.41
ORD001425,credit_card,1,125.79
ORD001426,debit_card,1,81.8
ORD001427,debit_card,1,294.75
ORD001428,credit_card,1,64.76
ORD001429,boleto,1,64.59
ORD001430,voucher,1,1427.65
ORD001431,credit_card,2,259.34
ORD001432,credit_card,1,418.07
ORD001433,credit_card,2,65.38
ORD001434,credit_card,1,223.8
ORD001435,credit_card,2,226.72
ORD001436,debit_card,1,85.09
ORD001437,debit_card,1,1025.39
ORD001438,credit_card,10,255.93
ORD001439,credit_card,1,304.38
ORD001440,boleto,1,150.55
ORD001441,credit_card,2,847.41
ORD001442,boleto,1,402.95
ORD001443,boleto,1,689.8
ORD001444,boleto,1,502.66
ORD001445,voucher,1,62.95
ORD001446,boleto,1,648.44
ORD001447,boleto,1,26.73
ORD001448,voucher,1,1752.73
ORD001449,credit_card,1,1144.72
ORD001450,credit_card,2,324.06
ORD001451,credit_card,3,111.74
ORD001452,credit_card,10,191.51
ORD001453,boleto,1,549.69
ORD001454,credit_card,1,101.47
ORD001455,credit_card,2,316.38
ORD001456,credit_card,6,85.48
ORD001457,voucher,1,177.76
ORD001458,credit_card,1,804.79
ORD001459,boleto,1,113.08
ORD001460,voucher,1,160.42
ORD001461,credit_card,1,778.39
ORD001462,credit_card,6,981.08
ORD001463,boleto,1,90.14
ORD001464,voucher,1,167.89
ORD001465,credit_card,1,151.85
ORD001466,debit_card,1,724.25
ORD001467,credit_card,2,1503.69
ORD001468,boleto,1,2255.8
ORD001469,credit_card,2,46.0
ORD001470,debit_card,1,289.64
ORD001471,credit_card,2,705.96
ORD001472,debit_card,1,1239.68
ORD001473,boleto,1,2528.48
ORD001474,credit_card,1,151.52
ORD001475,credit_card,1,494.8
ORD001476,debit_card,1,188.84
ORD001477,credit_card,2,176.09
ORD001478,credit_card,6,782.63
ORD001479,boleto,1,376.23
ORD001480,credit_card,1,934.34
ORD001481,credit_card,10,928.82
ORD001482,debit_card,1,370.36
ORD001483,credit_card,2,612.67
ORD001484,credit_card,1,47.44
ORD001485,credit_card,2,674.85
ORD001486,credit_card,2,780.07
ORD001487,boleto,1,211.49
ORD001488,boleto,1,491.08
ORD001489,credit_card,1,49.38
ORD001490,boleto,1,309.78
ORD001491,credit_card,1,177.3
ORD001492,voucher,1,815.59
ORD001493,voucher,1,432.64
ORD001494,credit_card,10,356.63
ORD001495,credit_card,6,291.69
ORD001496,credit_card,2,128.51
ORD001497,credit_card,1,295.36
ORD001498,credit_card,6,658.99
ORD001499,credit_card,6,426.38
ORD001500,boleto,1,967.53
ORD001501,credit_card,6,286.24
ORD001502,boleto,1,2761.04
ORD001503,voucher,1,1099.9
ORD001504,credit_card,6,504.84
ORD001505,voucher,1,211.06
ORD001506,credit_card,1,1359.46
ORD001507,boleto,1,1434.77
ORD001508,credit_card,3,508.21
ORD001509,boleto,1,147.13
ORD001510,debit_card,1,1365.34
ORD001511,credit_card,1,517.75
ORD001512,debit_card,1,184.76
ORD001513,credit_card,3,217.74
ORD001514,credit_card,6,2331.71
ORD001515,credit_card,1,237.43
ORD001516,credit_card,3,365.36
ORD001517,debit_card,1,79.56
ORD001518,credit_card,1,300.27
ORD001519,debit_card,1,997.33
ORD001520,credit_card,1,241.4
ORD001521,credit_card,6,226.34
ORD001522,debit_card,1,1681.59
ORD001523,credit_card,1,134.98
ORD001524,debit_card,1,56.83
ORD001525,debit_card,1,139.37
ORD001526,debit_card,1,1127.81
ORD001527,credit_card,1,1408.16
ORD001528,credit_card,2,199.92
ORD001529,credit_card,10,50.6
ORD001530,credit_card,1,331.62
ORD001531,debit_card,1,158.66
ORD001532,debit_card,1,191.93
ORD001533,credit_card,3,2197.71
ORD001534,credit_card,1,132.65
ORD001535,boleto,1,252.33
ORD001536,debit_card,1,389.62
ORD001537,credit_card,10,380.31
ORD001538,voucher,1,1772.49
ORD001539,debit_card,1,1848.76
ORD001540,credit_card,2,132.28
ORD001541,debit_card,1,1224.75
ORD001542,credit_card,1,33.64
ORD001543,credit_card,1,484.61
ORD001544,debit_card,1,239.46
ORD001545,voucher,1,1509.43
ORD001546,credit_card,6,508.62
ORD001547,boleto,1,25.72
ORD001548,credit_card,1,272.49
ORD001549,credit_card,10,58.16
ORD001550,debit_card,1,1101.17
ORD001551,boleto,1,1570.34
ORD001552,boleto,1,281.94
ORD001553,debit_card,1,158.98
ORD001554,credit_card,3,75.29
ORD001555,voucher,1,260.98
ORD001556,boleto,1,120.36
ORD001557,voucher,1,236.08
ORD001558,credit_card,1,1284.95
ORD001559,credit_card,1,85.36
ORD001560,debit_card,1,86.67
ORD001561,debit_card,1,220.55
ORD001562,boleto,1,262.47
ORD001563,credit_card,10,1209.86
ORD001564,boleto,1,107.27
ORD001565,credit_card,1,86.53
ORD001566,credit_card,2,75.57
ORD001567,voucher,1,27.56
ORD001568,credit_card,6,123.63
ORD001569,credit_card,6,249.02
ORD001570,boleto,1,2226.39
ORD001571,credit_card,1,527.25
ORD001572,credit_card,3,377.15
ORD001573,credit_card,2,231.92
ORD001574,debit_card,1,358.89
ORD001575,debit_card,1,678.03
ORD001576,credit_card,6,554.35
ORD001577,credit_card,1,595.8
ORD001578,credit_card,3,56.06
ORD001579,boleto,1,635.33
ORD001580,credit_card,3,61.35
ORD001581,credit_card,1,1254.41
ORD001582,credit_card,1,319.38
ORD001583,credit_card,10,683.67
ORD001584,credit_card,2,922.18
ORD001585,boleto,1,216.09
ORD001586,debit_card,1,322.63
ORD001587,boleto,1,216.12
ORD001588,credit_card,6,1156.47
ORD001589,boleto,1,82.09
ORD001590,debit_card,1,299.79
ORD001591,credit_card,2,384.06
ORD001592,debit_card,1,82.61
ORD001593,debit_card,1,775.66
ORD001594,debit_card,1,686.62
ORD001595,debit_card,1,184.56
ORD001596,credit_card,10,1178.73
ORD001597,credit_card,2,87.2
ORD001598,debit_card,1,349.41
ORD001599,credit_card,2,143.65
ORD001600,debit_card,1,85.65
ORD001601,credit_card,6,311.63
ORD001602,credit_card,1,938.55
ORD001603,debit_card,1,255.13
ORD001604,boleto,1,914.76
ORD001605,debit_card,1,161.52
ORD001606,boleto,1,596.3
ORD001607,credit_card,6,61.52
ORD001608,credit_card,1,383.82
ORD001609,boleto,1,801.21
ORD001610,boleto,1,160.99
ORD001611,credit_card,2,225.18
ORD001612,credit_card,1,1388.41
ORD001613,debit_card,1,800.48
ORD001614,voucher,1,89.81
ORD001615,voucher,1,1348.87
ORD001616,boleto,1,59.0
ORD001617,debit_card,1,80.51
ORD001618,credit_card,10,1669.26
ORD001619,credit_card,3,115.94
ORD001620,credit_card,10,952.12
ORD001621,boleto,1,175.95
ORD001622,debit_card,1,48.09
ORD001623,credit_card,3,60.29
ORD001624,boleto,1,673.96
ORD001625,credit_card,2,331.69
ORD001626,voucher,1,62.39
ORD001627,credit_card,6,506.59
ORD001628,debit_card,1,237.45
ORD001629,boleto,1,362.92
ORD001630,credit_card,10,81.64
ORD001631,credit_card,6,62.28
ORD001632,credit_card,2,56.47
ORD001633,debit_card,1,1123.97
ORD001634,credit_card,1,211.95
ORD001635,credit_card,2,406.35
ORD001636,boleto,1,1138.94
ORD001637,credit_card,10,368.78
ORD001638,credit_card,10,315.07
ORD001639,credit_card,6,731.47
ORD001640,voucher,1,263.15
ORD001641,debit_card,1,124.44
ORD001642,boleto,1,318.79
ORD001643,debit_card,1,40.48
ORD001644,credit_card,1,331.1
ORD001645,boleto,1,1829.33
ORD001646,debit_card,1,198.13
ORD001647,credit_card,2,840.51
ORD001648,debit_card,1,302.69
ORD001649,boleto,1,1468.01
ORD001650,credit_card,1,1634.61
ORD001651,credit_card,1,233.82
ORD001652,debit_card,1,77.81
ORD001653,debit_card,1,84.66
ORD001654,debit_card,1,881.75
