order_id,customer_id,order_purchase_timestamp,order_status
ORD001095,OC001095,2023-06-26 20:00:00,delivered
ORD001096,OC001096,2024-11-13 19:00:00,delivered
ORD001097,OC001097,2024-09-26 08:00:00,delivered
ORD001098,OC001098,2024-09-03 09:00:00,delivered
ORD001099,OC001099,2024-10-15 09:00:00,delivered
ORD001100,OC001100,2024-08-11 09:00:00,canceled
ORD001101,OC001101,2024-05-02 21:00:00,delivered
ORD001102,OC001102,2023-05-03 16:00:00,canceled
ORD001103,OC001103,2023-02-20 18:00:00,delivered
ORD001104,OC001104,2024-11-14 18:00:00,delivered
ORD001105,OC001105,2024-05-16 11:00:00,delivered
ORD001106,OC001106,2024-07-10 20:00:00,delivered
ORD001107,OC001107,2024-09-12 14:00:00,delivered
ORD001108,OC001108,2024-11-08 21:00:00,delivered
ORD001109,OC001109,2024-09-05 15:00:00,delivered
ORD001110,OC001110,2024-01-04 17:00:00,delivered
ORD001111,OC001111,2023-04-11 08:00:00,delivered
ORD001112,OC001112,2023-05-05 17:00:00,delivered
ORD001113,OC001113,2024-06-18 09:00:00,delivered
ORD001114,OC001114,2023-12-24 13:00:00,delivered
ORD001115,OC001115,2024-01-19 19:00:00,delivered
ORD001116,OC001116,2023-07-27 09:00:00,delivered
ORD001117,OC001117,2023-08-23 16:00:00,delivered
ORD001118,OC001118,2023-10-18 19:00:00,shipped
ORD001119,OC001119,2023-11-07 17:00:00,delivered
ORD001120,OC001120,2023-12-24 09:00:00,delivered
ORD001121,OC001121,2024-01-21 16:00:00,delivered
ORD001122,OC001122,2024-03-27 15:00:00,delivered
ORD001123,OC001123,2024-05-01 16:00:00,delivered
ORD001124,OC001124,2024-01-16 15:00:00,delivered
ORD001125,OC001125,2023-03-11 10:00:00,delivered
ORD001126,OC001126,2024-04-14 17:00:00,delivered
ORD001127,OC001127,2023-09-18 09:00:00,delivered
ORD001128,OC001128,2024-09-26 09:00:00,delivered
ORD001129,OC001129,2023-10-25 15:00:00,delivered
ORD001130,OC001130,2023-12-17 08:00:00,delivered
ORD001131,OC001131,2023-01-21 11:00:00,delivered
ORD001132,OC001132,2023-03-14 15:00:00,delivered
ORD001133,OC001133,2023-11-09 09:00:00,delivered
ORD001134,OC001134,2024-01-09 12:00:00,delivered
ORD001135,OC001135,2024-01-05 14:00:00,delivered
ORD001136,OC001136,2024-04-26 14:00:00,delivered
ORD001137,OC001137,2023-09-25 15:00:00,delivered
ORD001138,OC001138,2023-10-10 11:00:00,delivered
ORD001139,OC001139,2023-12-25 19:00:00,canceled
ORD001140,OC001140,2024-02-12 21:00:00,delivered
ORD001141,OC001141,2024-07-19 19:00:00,delivered
ORD001142,OC001142,2024-11-01 17:00:00,shipped
ORD001143,OC001143,2024-12-01 09:00:00,delivered
ORD001144,OC001144,2024-09-17 12:00:00,delivered
ORD001145,OC001145,2023-02-05 09:00:00,delivered
ORD001146,OC001146,2024-01-14 13:00:00,delivered
ORD001147,OC001147,2023-04-27 15:00:00,delivered
ORD001148,OC001148,2023-08-20 11:00:00,delivered
ORD001149,OC001149,2024-12-07 12:00:00,delivered
ORD001150,OC001150,2023-05-03 17:00:00,delivered
ORD001151,OC001151,2024-01-06 21:00:00,delivered
ORD001152,OC001152,2024-05-16 19:00:00,delivered
ORD001153,OC001153,2024-07-09 13:00:00,delivered
ORD001154,OC001154,2024-03-16 19:00:00,delivered
ORD001155,OC001155,2023-01-13 12:00:00,delivered
ORD001156,OC001156,2023-10-24 13:00:00,delivered
ORD001157,OC001157,2023-12-19 12:00:00,delivered
ORD001158,OC001158,2024-03-25 10:00:00,delivered
ORD001159,OC001159,2024-02-16 21:00:00,delivered
ORD001160,OC001160,2024-03-15 20:00:00,delivered
ORD001161,OC001161,2024-06-17 08:00:00,delivered
ORD001162,OC001162,2024-10-13 19:00:00,delivered
ORD001163,OC001163,2023-03-04 16:00:00,delivered
ORD001164,OC001164,2023-11-26 10:00:00,shipped
ORD001165,OC001165,2023-02-10 12:00:00,delivered
ORD001166,OC001166,2023-03-10 20:00:00,delivered
ORD001167,OC001167,2023-11-17 18:00:00,delivered
ORD001168,OC001168,2023-05-24 18:00:00,delivered
ORD001169,OC001169,2024-03-02 17:00:00,delivered
ORD001170,OC001170,2024-05-21 18:00:00,delivered
ORD001171,OC001171,2024-07-18 19:00:00,delivered
ORD001172,OC001172,2024-09-19 21:00:00,delivered
ORD001173,OC001173,2024-10-19 14:00:00,delivered
ORD001174,OC001174,2024-11-23 17:00:00,delivered
ORD001175,OC001175,2024-09-26 19:00:00,delivered
ORD001176,OC001176,2023-07-05 14:00:00,delivered
ORD001177,OC001177,2023-06-27 13:00:00,delivered
ORD001178,OC001178,2023-04-03 18:00:00,delivered
ORD001179,OC001179,2024-05-08 12:00:00,delivered
ORD001180,OC001180,2024-07-11 21:00:00,delivered
ORD001181,OC001181,2024-10-12 16:00:00,delivered
ORD001182,OC001182,2023-02-07 12:00:00,delivered
ORD001183,OC001183,2024-12-14 17:00:00,delivered
ORD001184,OC001184,2023-02-23 20:00:00,delivered
ORD001185,OC001185,2023-05-08 20:00:00,delivered
ORD001186,OC001186,2024-03-16 21:00:00,delivered
ORD001187,OC001187,2024-06-14 16:00:00,delivered
ORD001188,OC001188,2024-07-03 08:00:00,delivered
ORD001189,OC001189,2024-08-04 16:00:00,delivered
ORD001190,OC001190,2024-11-15 11:00:00,delivered
ORD001191,OC001191,2024-07-26 08:00:00,delivered
ORD001192,OC001192,2024-09-06 14:00:00,delivered
ORD001193,OC001193,2023-10-18 20:00:00,delivered
ORD001194,OC001194,2024-10-12 15:00:00,delivered
ORD001195,OC001195,2023-03-16 15:00:00,delivered
ORD001196,OC001196,2024-11-17 10:00:00,delivered
ORD001197,OC001197,2024-03-03 15:00:00,delivered
ORD001198,OC001198,2024-10-06 17:00:00,delivered
ORD001199,OC001199,2024-12-15 08:00:00,shipped
ORD001200,OC001200,2023-12-08 18:00:00,delivered
ORD001201,OC001201,2024-05-25 16:00:00,delivered
ORD001202,OC001202,2024-02-09 10:00:00,delivered
ORD001203,OC001203,2024-08-24 18:00:00,delivered
ORD001204,OC001204,2023-03-23 08:00:00,delivered
ORD001205,OC001205,2023-03-22 09:00:00,delivered
ORD001206,OC001206,2023-08-27 09:00:00,delivered
ORD001207,OC001207,2023-11-01 15:00:00,delivered
ORD001208,OC001208,2023-06-01 13:00:00,delivered
ORD001209,OC001209,2024-11-04 21:00:00,delivered
ORD001210,OC001210,2023-07-07 08:00:00,canceled
ORD001211,OC001211,2024-12-06 17:00:00,delivered
ORD001212,OC001212,2023-10-08 19:00:00,delivered
ORD001213,OC001213,2023-06-13 20:00:00,delivered
ORD001214,OC001214,2024-09-21 19:00:00,delivered
ORD001215,OC001215,2024-11-17 18:00:00,delivered
ORD001216,OC001216,2024-12-27 15:00:00,delivered
ORD001217,OC001217,2024-06-17 16:00:00,delivered
ORD001218,OC001218,2024-01-14 16:00:00,delivered
ORD001219,OC001219,2024-03-07 19:00:00,delivered
ORD001220,OC001220,2024-07-04 20:00:00,delivered
ORD001221,OC001221,2023-08-16 19:00:00,delivered
ORD001222,OC001222,2024-12-08 13:00:00,delivered
ORD001223,OC001223,2024-12-13 18:00:00,delivered
ORD001224,OC001224,2024-06-01 08:00:00,delivered
ORD001225,OC001225,2023-07-26 11:00:00,delivered
ORD001226,OC001226,2024-06-07 16:00:00,delivered
ORD001227,OC001227,2024-07-20 18:00:00,delivered
ORD001228,OC001228,2024-08-08 13:00:00,delivered
ORD001229,OC001229,2023-03-11 20:00:00,delivered
ORD001230,OC001230,2023-02-27 21:00:00,delivered
ORD001231,OC001231,2023-08-03 21:00:00,delivered
ORD001232,OC001232,2023-12-18 20:00:00,delivered
ORD001233,OC001233,2024-11-08 14:00:00,delivered
ORD001234,OC001234,2024-08-17 21:00:00,delivered
ORD001235,OC001235,2024-08-12 18:00:00,delivered
ORD001236,OC001236,2023-12-27 15:00:00,delivered
ORD001237,OC001237,2023-11-17 12:00:00,delivered
ORD001238,OC001238,2023-11-03 21:00:00,delivered
ORD001239,OC001239,2024-12-24 19:00:00,delivered
ORD001240,OC001240,2023-02-07 18:00:00,delivered
ORD001241,OC001241,2024-11-25 20:00:00,delivered
ORD001242,OC001242,2024-04-18 15:00:00,delivered
ORD001243,OC001243,2023-12-12 15:00:00,delivered
ORD001244,OC001244,2024-07-14 21:00:00,delivered
ORD001245,OC001245,2024-08-11 09:00:00,delivered
ORD001246,OC001246,2024-09-10 13:00:00,delivered
ORD001247,OC001247,2024-01-15 17:00:00,delivered
ORD001248,OC001248,2024-11-03 11:00:00,delivered
ORD001249,OC001249,2024-11-22 20:00:00,canceled
ORD001250,OC001250,2023-12-03 21:00:00,delivered
ORD001251,OC001251,2024-02-19 21:00:00,delivered
ORD001252,OC001252,2024-06-04 20:00:00,delivered
ORD001253,OC001253,2023-09-27 09:00:00,delivered
ORD001254,OC001254,2024-04-25 20:00:00,canceled
ORD001255,OC001255,2024-11-24 12:00:00,delivered
ORD001256,OC001256,2023-07-07 20:00:00,delivered
ORD001257,OC001257,2024-05-07 21:00:00,delivered
ORD001258,OC001258,2024-07-04 11:00:00,delivered
ORD001259,OC001259,2024-05-24 20:00:00,delivered
ORD001260,OC001260,2024-08-25 13:00:00,delivered
ORD001261,OC001261,2023-05-14 20:00:00,delivered
ORD001262,OC001262,2024-07-19 16:00:00,delivered
ORD001263,OC001263,2024-11-27 15:00:00,delivered
ORD001264,OC001264,2023-06-07 18:00:00,delivered
ORD001265,OC001265,2023-08-07 11:00:00,delivered
ORD001266,OC001266,2024-12-12 08:00:00,delivered
ORD001267,OC001267,2023-06-09 16:00:00,delivered
ORD001268,OC001268,2024-10-15 15:00:00,canceled
ORD001269,OC001269,2024-01-11 21:00:00,delivered
ORD001270,OC001270,2023-08-02 08:00:00,delivered
ORD001271,OC001271,2024-11-18 09:00:00,delivered
ORD001272,OC001272,2023-12-08 15:00:00,delivered
ORD001273,OC001273,2024-02-06 16:00:00,delivered
ORD001274,OC001274,2023-11-18 20:00:00,delivered
ORD001275,OC001275,2024-04-10 13:00:00,delivered
ORD001276,OC001276,2023-06-05 10:00:00,delivered
ORD001277,OC001277,2023-11-23 17:00:00,delivered
ORD001278,OC001278,2024-12-05 14:00:00,delivered
ORD001279,OC001279,2023-08-18 10:00:00,delivered
ORD001280,OC001280,2023-11-09 11:00:00,delivered
ORD001281,OC001281,2024-02-24 17:00:00,delivered
ORD001282,OC001282,2024-06-23 19:00:00,delivered
ORD001283,OC001283,2023-10-23 09:00:00,delivered
ORD001284,OC001284,2024-09-02 20:00:00,delivered
ORD001285,OC001285,2024-10-07 14:00:00,delivered
ORD001286,OC001286,2024-11-16 09:00:00,delivered
ORD001287,OC001287,2023-05-26 18:00:00,delivered
ORD001288,OC001288,2024-12-05 10:00:00,delivered
ORD001289,OC001289,2023-12-14 12:00:00,delivered
ORD001290,OC001290,2023-08-18 20:00:00,shipped
ORD001291,OC001291,2023-03-16 15:00:00,delivered
ORD001292,OC001292,2023-06-07 09:00:00,delivered
ORD001293,OC001293,2023-10-15 21:00:00,delivered
ORD001294,OC001294,2024-02-23 08:00:00,delivered
ORD001295,OC001295,2023-10-15 19:00:00,delivered
ORD001296,OC001296,2023-11-11 15:00:00,delivered
ORD001297,OC001297,2024-01-22 11:00:00,delivered
ORD001298,OC001298,2024-02-04 17:00:00,delivered
ORD001299,OC001299,2024-04-11 16:00:00,delivered
ORD001300,OC001300,2024-10-12 18:00:00,delivered
ORD001301,OC001301,2023-12-26 08:00:00,delivered
ORD001302,OC001302,2023-08-25 11:00:00,delivered
ORD001303,OC001303,2024-05-27 12:00:00,delivered
ORD001304,OC001304,2024-07-26 08:00:00,delivered
ORD001305,OC001305,2023-06-11 10:00:00,canceled
ORD001306,OC001306,2023-06-06 14:00:00,delivered
ORD001307,OC001307,2023-02-19 21:00:00,delivered
ORD001308,OC001308,2024-08-09 09:00:00,delivered
ORD001309,OC001309,2024-06-04 12:00:00,delivered
ORD001310,OC001310,2024-08-02 11:00:00,delivered
ORD001311,OC001311,2024-10-24 17:00:00,delivered
ORD001312,OC001312,2024-11-09 20:00:00,delivered
ORD001313,OC001313,2024-01-07 11:00:00,delivered
ORD001314,OC001314,2024-10-22 10:00:00,delivered
ORD001315,OC001315,2024-11-11 11:00:00,canceled
ORD001316,OC001316,2024-12-09 21:00:00,delivered
ORD001317,OC001317,2024-09-22 11:00:00,delivered
ORD001318,OC001318,2024-04-06 17:00:00,delivered
ORD001319,OC001319,2024-11-09 20:00:00,delivered
ORD001320,OC001320,2024-12-07 13:00:00,delivered
ORD001321,OC001321,2023-07-24 09:00:00,delivered
ORD001322,OC001322,2023-04-15 20:00:00,delivered
ORD001323,OC001323,2023-09-07 12:00:00,delivered
ORD001324,OC001324,2023-03-27 19:00:00,delivered
ORD001325,OC001325,2023-04-17 20:00:00,delivered
ORD001326,OC001326,2023-07-04 14:00:00,delivered
ORD001327,OC001327,2024-02-25 09:00:00,delivered
ORD001328,OC001328,2024-12-27 17:00:00,delivered
ORD001329,OC001329,2023-02-04 09:00:00,delivered
ORD001330,OC001330,2023-04-16 17:00:00,delivered
ORD001331,OC001331,2023-12-05 17:00:00,delivered
ORD001332,OC001332,2024-12-14 11:00:00,delivered
ORD001333,OC001333,2023-10-07 17:00:00,delivered
ORD001334,OC001334,2024-02-09 12:00:00,delivered
ORD001335,OC001335,2024-04-08 18:00:00,delivered
ORD001336,OC001336,2024-05-26 21:00:00,delivered
ORD001337,OC001337,2024-06-24 14:00:00,delivered
ORD001338,OC001338,2024-08-04 12:00:00,delivered
ORD001339,OC001339,2024-10-15 20:00:00,delivered
ORD001340,OC001340,2024-12-03 21:00:00,delivered
ORD001341,OC001341,2023-02-13 17:00:00,delivered
ORD001342,OC001342,2023-03-04 20:00:00,delivered
ORD001343,OC001343,2023-05-02 08:00:00,delivered
ORD001344,OC001344,2023-08-23 17:00:00,canceled
ORD001345,OC001345,2023-11-06 21:00:00,delivered
ORD001346,OC001346,2024-12-14 12:00:00,delivered
ORD001347,OC001347,2024-12-09 21:00:00,delivered
ORD001348,OC001348,2023-01-08 15:00:00,delivered
ORD001349,OC001349,2024-12-03 15:00:00,delivered
ORD001350,OC001350,2024-05-20 15:00:00,delivered
ORD001351,OC001351,2024-11-07 10:00:00,delivered
ORD001352,OC001352,2023-12-24 09:00:00,delivered
ORD001353,OC001353,2024-02-20 09:00:00,delivered
ORD001354,OC001354,2024-01-12 13:00:00,delivered
ORD001355,OC001355,2024-06-23 17:00:00,delivered
ORD001356,OC001356,2024-08-05 13:00:00,delivered
ORD001357,OC001357,2024-10-01 08:00:00,delivered
ORD001358,OC001358,2024-11-25 19:00:00,delivered
ORD001359,OC001359,2023-05-23 14:00:00,delivered
ORD001360,OC001360,2023-02-23 14:00:00,delivered
ORD001361,OC001361,2023-10-15 12:00:00,delivered
ORD001362,OC001362,2024-07-11 08:00:00,delivered
ORD001363,OC001363,2023-07-09 14:00:00,delivered
ORD001364,OC001364,2023-09-23 17:00:00,delivered
ORD001365,OC001365,2024-06-21 18:00:00,delivered
ORD001366,OC001366,2024-12-07 15:00:00,delivered
ORD001367,OC001367,2023-04-15 18:00:00,delivered
ORD001368,OC001368,2023-08-08 18:00:00,delivered
ORD001369,OC001369,2024-06-03 12:00:00,delivered
ORD001370,OC001370,2023-12-04 14:00:00,delivered
ORD001371,OC001371,2024-11-20 21:00:00,delivered
ORD001372,OC001372,2023-06-09 21:00:00,delivered
ORD001373,OC001373,2023-07-06 20:00:00,delivered
ORD001374,OC001374,2023-09-15 15:00:00,delivered
ORD001375,OC001375,2024-07-19 17:00:00,delivered
ORD001376,OC001376,2024-10-25 13:00:00,delivered
ORD001377,OC001377,2024-12-03 09:00:00,delivered
ORD001378,OC001378,2024-06-18 18:00:00,delivered
ORD001379,OC001379,2024-01-12 16:00:00,delivered
ORD001380,OC001380,2024-05-01 10:00:00,delivered
ORD001381,OC001381,2024-09-27 20:00:00,delivered
ORD001382,OC001382,2024-11-04 11:00:00,delivered
ORD001383,OC001383,2024-04-25 12:00:00,canceled
ORD001384,OC001384,2023-02-27 19:00:00,delivered
ORD001385,OC001385,2023-04-02 14:00:00,canceled
ORD001386,OC001386,2023-06-22 13:00:00,delivered
ORD001387,OC001387,2023-08-12 08:00:00,delivered
ORD001388,OC001388,2023-09-06 15:00:00,delivered
ORD001389,OC001389,2023-10-06 11:00:00,delivered
ORD001390,OC001390,2024-11-11 10:00:00,delivered
ORD001391,OC001391,2024-07-24 16:00:00,delivered
ORD001392,OC001392,2024-06-18 21:00:00,delivered
ORD001393,OC001393,2023-07-27 18:00:00,delivered
ORD001394,OC001394,2024-06-19 21:00:00,delivered
ORD001395,OC001395,2023-11-15 09:00:00,delivered
ORD001396,OC001396,2024-06-07 11:00:00,delivered
ORD001397,OC001397,2023-04-16 12:00:00,delivered
ORD001398,OC001398,2023-06-08 11:00:00,delivered
ORD001399,OC001399,2023-08-02 21:00:00,delivered
ORD001400,OC001400,2024-06-20 19:00:00,delivered
ORD001401,OC001401,2024-12-01 20:00:00,delivered
ORD001402,OC001402,2023-02-18 14:00:00,delivered
ORD001403,OC001403,2024-12-15 17:00:00,canceled
ORD001404,OC001404,2023-12-19 16:00:00,delivered
ORD001405,OC001405,2024-11-23 14:00:00,delivered
ORD001406,OC001406,2024-12-12 18:00:00,shipped
ORD001407,OC001407,2024-09-19 20:00:00,delivered
ORD001408,OC001408,2024-10-10 14:00:00,delivered
ORD001409,OC001409,2024-12-22 15:00:00,delivered
ORD001410,OC001410,2024-03-02 17:00:00,delivered
ORD001411,OC001411,2024-05-15 21:00:00,delivered
ORD001412,OC001412,2024-08-19 10:00:00,delivered
ORD001413,OC001413,2024-10-19 14:00:00,delivered
ORD001414,OC001414,2024-12-23 13:00:00,delivered
ORD001415,OC001415,2024-11-19 17:00:00,delivered
ORD001416,OC001416,2023-11-26 17:00:00,delivered
ORD001417,OC001417,2023-10-22 11:00:00,delivered
ORD001418,OC001418,2024-06-18 17:00:00,delivered
ORD001419,OC001419,2024-09-13 17:00:00,delivered
ORD001420,OC001420,2024-08-03 21:00:00,delivered
ORD001421,OC001421,2024-09-27 16:00:00,delivered
ORD001422,OC001422,2023-12-20 15:00:00,delivered
ORD001423,OC001423,2024-04-21 21:00:00,delivered
ORD001424,OC001424,2024-10-12 11:00:00,delivered
ORD001425,OC001425,2023-04-22 08:00:00,delivered
ORD001426,OC001426,2024-03-06 19:00:00,delivered
ORD001427,OC001427,2023-01-27 14:00:00,delivered
ORD001428,OC001428,2023-05-26 11:00:00,delivered
ORD001429,OC001429,2023-10-19 21:00:00,delivered
ORD001430,OC001430,2023-11-10 16:00:00,delivered
ORD001431,OC001431,2023-11-04 13:00:00,delivered
ORD001432,OC001432,2024-07-23 11:00:00,delivered
ORD001433,OC001433,2023-11-10 16:00:00,delivered
ORD001434,OC001434,2023-12-04 15:00:00,delivered
ORD001435,OC001435,2023-08-12 20:00:00,delivered
ORD001436,OC001436,2023-11-16 16:00:00,delivered
ORD001437,OC001437,2023-08-24 10:00:00,delivered
ORD001438,OC001438,2023-03-08 18:00:00,delivered
ORD001439,OC001439,2023-05-08 13:00:00,delivered
ORD001440,OC001440,2024-04-18 11:00:00,delivered
ORD001441,OC001441,2024-06-04 10:00:00,delivered
ORD001442,OC001442,2024-07-21 12:00:00,delivered
ORD001443,OC001443,2024-06-24 21:00:00,delivered
ORD001444,OC001444,2024-05-15 11:00:00,delivered
ORD001445,OC001445,2023-12-16 13:00:00,delivered
ORD001446,OC001446,2023-11-12 20:00:00,delivered
ORD001447,OC001447,2024-11-12 16:00:00,delivered
ORD001448,OC001448,2024-02-14 16:00:00,delivered
ORD001449,OC001449,2024-01-04 09:00:00,delivered
ORD001450,OC001450,2023-01-11 08:00:00,delivered
ORD001451,OC001451,2023-10-26 18:00:00,delivered
ORD001452,OC001452,2023-11-12 09:00:00,delivered
ORD001453,OC001453,2023-11-23 21:00:00,delivered
ORD001454,OC001454,2024-04-27 19:00:00,delivered
ORD001455,OC001455,2024-03-23 20:00:00,delivered
ORD001456,OC001456,2024-05-24 18:00:00,delivered
ORD001457,OC001457,2024-08-10 16:00:00,delivered
ORD001458,OC001458,2024-10-24 08:00:00,delivered
ORD001459,OC001459,2024-07-13 11:00:00,shipped
ORD001460,OC001460,2024-12-25 19:00:00,delivered
ORD001461,OC001461,2023-01-11 19:00:00,canceled
ORD001462,OC001462,2023-02-22 16:00:00,delivered
ORD001463,OC001463,2023-07-02 16:00:00,delivered
ORD001464,OC001464,2023-01-09 19:00:00,delivered
ORD001465,OC001465,2024-05-25 08:00:00,delivered
ORD001466,OC001466,2024-11-27 17:00:00,delivered
ORD001467,OC001467,2023-08-05 19:00:00,delivered
ORD001468,OC001468,2024-11-13 16:00:00,delivered
ORD001469,OC001469,2023-03-13 20:00:00,delivered
ORD001470,OC001470,2023-05-10 21:00:00,shipped
ORD001471,OC001471,2023-07-02 20:00:00,shipped
ORD001472,OC001472,2023-09-06 16:00:00,delivered
ORD001473,OC001473,2023-11-15 10:00:00,delivered
ORD001474,OC001474,2024-12-25 16:00:00,delivered
ORD001475,OC001475,2023-11-01 18:00:00,delivered
ORD001476,OC001476,2024-01-09 11:00:00,delivered
ORD001477,OC001477,2024-02-11 19:00:00,delivered
ORD001478,OC001478,2024-03-04 13:00:00,delivered
ORD001479,OC001479,2024-05-06 20:00:00,delivered
ORD001480,OC001480,2024-06-04 21:00:00,delivered
ORD001481,OC001481,2024-08-10 19:00:00,delivered
ORD001482,OC001482,2024-09-17 18:00:00,delivered
ORD001483,OC001483,2024-10-25 11:00:00,shipped
ORD001484,OC001484,2023-04-18 19:00:00,delivered
ORD001485,OC001485,2024-01-17 10:00:00,delivered
ORD001486,OC001486,2024-04-05 17:00:00,delivered
ORD001487,OC001487,2023-08-01 11:00:00,delivered
ORD001488,OC001488,2023-09-13 21:00:00,canceled
ORD001489,OC001489,2023-10-24 14:00:00,delivered
ORD001490,OC001490,2024-09-08 08:00:00,delivered
ORD001491,OC001491,2024-12-20 13:00:00,delivered
ORD001492,OC001492,2024-03-03 20:00:00,delivered
ORD001493,OC001493,2023-10-12 17:00:00,delivered
ORD001494,OC001494,2024-05-01 13:00:00,delivered
ORD001495,OC001495,2024-07-09 10:00:00,delivered
ORD001496,OC001496,2023-09-14 13:00:00,delivered
ORD001497,OC001497,2023-12-13 12:00:00,delivered
ORD001498,OC001498,2023-04-05 12:00:00,delivered
ORD001499,OC001499,2023-05-06 10:00:00,delivered
ORD001500,OC001500,2023-06-27 13:00:00,delivered
ORD001501,OC001501,2024-06-05 14:00:00,delivered
ORD001502,OC001502,2024-10-09 17:00:00,delivered
ORD001503,OC001503,2023-06-11 13:00:00,shipped
ORD001504,OC001504,2024-02-04 11:00:00,delivered
ORD001505,OC001505,2024-07-21 11:00:00,delivered
ORD001506,OC001506,2023-04-24 16:00:00,delivered
ORD001507,OC001507,2024-03-11 10:00:00,delivered
ORD001508,OC001508,2023-08-02 17:00:00,delivered
ORD001509,OC001509,2024-12-22 14:00:00,delivered
ORD001510,OC001510,2024-01-10 18:00:00,delivered
ORD001511,OC001511,2024-09-15 18:00:00,delivered
ORD001512,OC001512,2024-03-07 12:00:00,delivered
ORD001513,OC001513,2024-04-24 16:00:00,delivered
ORD001514,OC001514,2024-06-04 09:00:00,delivered
ORD001515,OC001515,2023-02-20 17:00:00,delivered
ORD001516,OC001516,2023-05-08 15:00:00,shipped
ORD001517,OC001517,2023-06-06 12:00:00,delivered
ORD001518,OC001518,2023-10-08 14:00:00,delivered
ORD001519,OC001519,2023-12-27 11:00:00,delivered
ORD001520,OC001520,2024-04-17 16:00:00,delivered
ORD001521,OC001521,2024-05-12 17:00:00,delivered
ORD001522,OC001522,2024-12-09 15:00:00,delivered
ORD001523,OC001523,2024-04-23 16:00:00,delivered
ORD001524,OC001524,2024-10-02 20:00:00,delivered
ORD001525,OC001525,2024-11-13 11:00:00,delivered
ORD001526,OC001526,2024-12-05 13:00:00,delivered
ORD001527,OC001527,2023-08-19 12:00:00,delivered
ORD001528,OC001528,2023-07-13 10:00:00,delivered
ORD001529,OC001529,2024-05-24 08:00:00,delivered
ORD001530,OC001530,2023-12-14 14:00:00,shipped
ORD001531,OC001531,2024-01-16 12:00:00,delivered
ORD001532,OC001532,2024-03-06 12:00:00,delivered
ORD001533,OC001533,2024-10-21 08:00:00,delivered
ORD001534,OC001534,2024-12-07 17:00:00,delivered
ORD001535,OC001535,2024-11-26 16:00:00,delivered
ORD001536,OC001536,2024-12-05 13:00:00,delivered
ORD001537,OC001537,2023-11-13 09:00:00,delivered
ORD001538,OC001538,2023-08-05 11:00:00,delivered
ORD001539,OC001539,2024-09-21 12:00:00,delivered
ORD001540,OC001540,2024-10-17 12:00:00,delivered
ORD001541,OC001541,2024-11-04 20:00:00,delivered
ORD001542,OC001542,2023-09-01 12:00:00,canceled
ORD001543,OC001543,2024-10-02 10:00:00,delivered
ORD001544,OC001544,2023-12-03 20:00:00,delivered
ORD001545,OC001545,2024-02-09 15:00:00,delivered
ORD001546,OC001546,2024-03-24 16:00:00,canceled
ORD001547,OC001547,2024-04-11 16:00:00,delivered
ORD001548,OC001548,2024-05-04 16:00:00,delivered
ORD001549,OC001549,2024-07-21 14:00:00,delivered
ORD001550,OC001550,2024-09-18 18:00:00,delivered
ORD001551,OC001551,2024-06-16 19:00:00,delivered
ORD001552,OC001552,2023-04-24 11:00:00,delivered
ORD001553,OC001553,2024-05-27 19:00:00,delivered
ORD001554,OC001554,2023-12-08 14:00:00,delivered
ORD001555,OC001555,2024-01-07 12:00:00,delivered
ORD001556,OC001556,2024-02-02 09:00:00,delivered
ORD001557,OC001557,2024-03-12 19:00:00,delivered
ORD001558,OC001558,2024-04-02 14:00:00,delivered
ORD001559,OC001559,2023-06-13 12:00:00,delivered
ORD001560,OC001560,2023-10-03 14:00:00,delivered
ORD001561,OC001561,2023-11-25 10:00:00,delivered
ORD001562,OC001562,2024-08-25 10:00:00,delivered
ORD001563,OC001563,2024-11-17 15:00:00,delivered
ORD001564,OC001564,2023-07-04 18:00:00,delivered
ORD001565,OC001565,2023-04-16 16:00:00,delivered
ORD001566,OC001566,2023-01-23 15:00:00,delivered
ORD001567,OC001567,2024-05-01 14:00:00,delivered
ORD001568,OC001568,2024-04-20 19:00:00,delivered
ORD001569,OC001569,2024-06-18 15:00:00,shipped
ORD001570,OC001570,2024-07-03 19:00:00,delivered
ORD001571,OC001571,2024-08-22 08:00:00,delivered
ORD001572,OC001572,2024-09-21 21:00:00,delivered
ORD001573,OC001573,2024-10-17 21:00:00,delivered
ORD001574,OC001574,2024-11-12 15:00:00,delivered
ORD001575,OC001575,2024-03-21 20:00:00,delivered
ORD001576,OC001576,2023-08-04 14:00:00,delivered
ORD001577,OC001577,2023-11-20 12:00:00,delivered
ORD001578,OC001578,2024-04-23 08:00:00,delivered
ORD001579,OC001579,2024-01-02 15:00:00,delivered
ORD001580,OC001580,2024-12-13 14:00:00,delivered
ORD001581,OC001581,2023-05-22 09:00:00,delivered
ORD001582,OC001582,2024-07-06 20:00:00,delivered
ORD001583,OC001583,2023-11-08 15:00:00,delivered
ORD001584,OC001584,2023-12-06 15:00:00,shipped
ORD001585,OC001585,2024-07-06 19:00:00,delivered
ORD001586,OC001586,2024-07-04 08:00:00,delivered
ORD001587,OC001587,2024-12-07 20:00:00,delivered
ORD001588,OC001588,2023-05-07 18:00:00,delivered
ORD001589,OC001589,2023-04-27 14:00:00,delivered
ORD001590,OC001590,2024-07-05 21:00:00,delivered
ORD001591,OC001591,2024-04-15 10:00:00,delivered
ORD001592,OC001592,2023-09-05 13:00:00,delivered
ORD001593,OC001593,2023-03-24 08:00:00,delivered
