order_id,order_item_id,product_id,price,freight_value
ORD000905,1,PROD00103,408.3,11.43
ORD000906,1,PROD00033,465.34,24.68
ORD000907,1,PROD00234,314.24,22.53
ORD000907,2,PROD00228,55.0,29.87
ORD000908,1,PROD00214,55.06,29.26
ORD000908,2,PROD00216,41.77,17.82
ORD000908,3,PROD00236,295.39,29.07
ORD000909,1,PROD00057,88.81,30.66
ORD000909,2,PROD00075,129.97,20.96
ORD000910,1,PROD00051,129.36,19.48
ORD000911,1,PROD00107,29.15,30.93
ORD000911,2,PROD00147,1222.96,23.45
ORD000912,1,PROD00036,226.72,33.71
ORD000913,1,PROD00190,76.33,15.22
ORD000913,2,PROD00067,144.7,14.34
ORD000914,1,PROD00111,56.68,11.94
ORD000914,2,PROD00179,27.86,11.84
ORD000915,1,PROD00010,117.16,24.16
ORD000916,1,PROD00067,146.79,10.53
ORD000916,2,PROD00046,241.2,15.3
ORD000917,1,PROD00049,50.22,30.61
ORD000917,2,PROD00082,25.0,15.3
ORD000918,1,PROD00153,173.62,17.23
ORD000919,1,PROD00101,316.68,24.43
ORD000919,2,PROD00129,19.82,21.75
ORD000920,1,PROD00004,637.54,20.84
ORD000920,2,PROD00023,596.06,29.44
ORD000921,1,PROD00033,575.75,28.7
ORD000922,1,PROD00005,243.39,11.16
ORD000922,2,PROD00147,1198.61,9.55
ORD000922,3,PROD00118,13.13,32.6
ORD000923,1,PROD00047,79.22,16.14
ORD000923,2,PROD00138,226.45,26.16
ORD000924,1,PROD00123,106.52,15.47
ORD000925,1,PROD00117,98.37,11.41
ORD000925,2,PROD00186,13.11,12.0
ORD000925,3,PROD00173,29.56,14.65
ORD000926,1,PROD00027,763.38,22.27
ORD000927,1,PROD00025,197.1,21.53
ORD000928,1,PROD00131,60.85,24.7
ORD000929,1,PROD00137,912.23,13.89
ORD000930,1,PROD00123,107.16,6.33
ORD000931,1,PROD00187,56.62,13.1
ORD000931,2,PROD00082,26.87,31.15
ORD000932,1,PROD00228,49.2,30.28
ORD000933,1,PROD00203,72.39,19.95
ORD000934,1,PROD00187,54.4,7.88
ORD000935,1,PROD00039,224.25,33.18
ORD000936,1,PROD00191,34.87,28.23
ORD000937,1,PROD00152,1487.19,13.76
ORD000938,1,PROD00068,77.22,23.57
ORD000939,1,PROD00102,254.09,32.44
ORD000939,2,PROD00011,517.37,29.6
ORD000939,3,PROD00074,19.81,5.11
ORD000940,1,PROD00043,165.89,32.11
ORD000941,1,PROD00079,48.5,30.57
ORD000942,1,PROD00204,71.37,17.27
ORD000943,1,PROD00129,21.67,21.49
ORD000944,1,PROD00086,368.17,5.59
ORD000945,1,PROD00052,201.6,21.13
ORD000946,1,PROD00161,1082.78,28.53
ORD000947,1,PROD00194,58.97,17.84
ORD000947,2,PROD00011,528.32,26.38
ORD000948,1,PROD00178,52.54,17.5
ORD000948,2,PROD00134,44.61,24.96
ORD000948,3,PROD00112,42.02,9.59
ORD000949,1,PROD00096,399.07,25.0
ORD000949,2,PROD00066,33.51,31.89
ORD000950,1,PROD00175,41.07,31.93
ORD000951,1,PROD00097,148.91,7.97
ORD000951,2,PROD00082,29.11,12.59
ORD000952,1,PROD00005,268.76,21.45
ORD000953,1,PROD00028,933.69,8.95
ORD000954,1,PROD00034,786.06,33.81
ORD000955,1,PROD00117,96.77,26.33
ORD000955,2,PROD00103,375.85,32.34
ORD000956,1,PROD00091,220.82,13.93
ORD000957,1,PROD00041,118.62,25.66
ORD000958,1,PROD00160,339.74,18.88
ORD000958,2,PROD00230,190.52,15.17
ORD000959,1,PROD00238,170.49,19.82
ORD000960,1,PROD00113,54.5,7.54
ORD000960,2,PROD00184,17.24,22.64
ORD000960,3,PROD00176,13.04,21.91
ORD000961,1,PROD00201,26.81,6.05
ORD000962,1,PROD00223,35.01,7.2
ORD000963,1,PROD00228,50.0,17.5
ORD000964,1,PROD00131,66.98,25.41
ORD000964,2,PROD00163,34.78,6.23
ORD000965,1,PROD00141,652.39,23.77
ORD000966,1,PROD00236,311.73,14.86
ORD000967,1,PROD00026,640.57,31.38
ORD000967,2,PROD00015,565.79,30.84
ORD000967,3,PROD00065,70.09,16.04
ORD000968,1,PROD00050,60.28,16.13
ORD000969,1,PROD00003,606.75,9.26
ORD000970,1,PROD00186,12.79,9.19
ORD000971,1,PROD00065,81.7,32.55
ORD000972,1,PROD00115,66.72,16.44
ORD000973,1,PROD00136,214.37,32.59
ORD000974,1,PROD00239,242.97,27.35
ORD000974,2,PROD00161,1035.1,14.17
ORD000974,3,PROD00139,163.42,26.47
ORD000975,1,PROD00150,734.21,32.15
ORD000975,2,PROD00232,236.58,5.01
ORD000975,3,PROD00068,86.58,5.88
ORD000975,4,PROD00056,254.47,11.66
ORD000976,1,PROD00045,107.84,34.7
ORD000977,1,PROD00100,380.22,8.18
ORD000978,1,PROD00153,148.18,12.67
ORD000978,2,PROD00026,681.81,33.8
ORD000979,1,PROD00070,135.87,21.86
ORD000979,2,PROD00102,228.05,27.09
ORD000979,3,PROD00105,188.33,12.78
ORD000980,1,PROD00085,98.21,26.75
ORD000980,2,PROD00141,646.64,10.24
ORD000980,3,PROD00059,155.4,15.83
ORD000980,4,PROD00142,618.22,16.28
ORD000981,1,PROD00119,28.42,23.34
ORD000981,2,PROD00072,52.44,11.51
ORD000982,1,PROD00060,122.85,8.75
ORD000982,2,PROD00211,74.59,31.73
ORD000983,1,PROD00157,1175.02,31.07
ORD000983,2,PROD00220,124.9,14.82
ORD000984,1,PROD00067,155.76,14.85
ORD000984,2,PROD00104,133.84,28.96
ORD000984,3,PROD00096,324.52,9.76
ORD000985,1,PROD00051,146.45,12.48
ORD000986,1,PROD00106,410.67,31.66
ORD000987,1,PROD00173,29.28,17.95
ORD000987,2,PROD00024,521.69,33.34
ORD000987,3,PROD00116,59.57,18.56
ORD000987,4,PROD00117,84.83,31.82
ORD000988,1,PROD00098,321.66,10.59
ORD000988,2,PROD00075,155.75,26.17
ORD000988,3,PROD00059,127.1,16.8
ORD000988,4,PROD00055,144.19,17.98
ORD000989,1,PROD00146,801.1,5.39
ORD000990,1,PROD00034,805.32,21.16
ORD000991,1,PROD00001,1011.94,9.72
ORD000991,2,PROD00238,182.79,32.29
ORD000992,1,PROD00228,54.15,15.43
ORD000993,1,PROD00143,1560.01,27.94
ORD000993,2,PROD00233,316.92,28.1
ORD000994,1,PROD00161,951.59,16.98
ORD000995,1,PROD00078,103.78,24.37
ORD000996,1,PROD00148,1371.36,17.98
ORD000996,2,PROD00075,135.64,33.59
ORD000997,1,PROD00143,1434.57,9.94
ORD000997,2,PROD00011,568.26,24.17
ORD000997,3,PROD00229,223.97,33.86
ORD000997,4,PROD00003,645.55,6.8
ORD000998,1,PROD00206,10.6,30.59
ORD000999,1,PROD00131,71.93,5.43
ORD000999,2,PROD00184,14.76,14.57
ORD001000,1,PROD00052,178.77,21.94
ORD001001,1,PROD00057,85.18,27.27
ORD001001,2,PROD00014,468.04,20.7
ORD001002,1,PROD00155,472.22,23.99
ORD001002,2,PROD00231,134.14,34.38
ORD001002,3,PROD00088,191.3,26.23
ORD001003,1,PROD00043,166.82,24.89
ORD001004,1,PROD00128,91.63,22.73
ORD001005,1,PROD00043,183.99,14.66
ORD001005,2,PROD00067,129.52,19.87
ORD001005,3,PROD00088,157.24,33.52
ORD001006,1,PROD00214,53.74,5.19
ORD001007,1,PROD00021,810.3,34.11
ORD001007,2,PROD00116,63.29,15.5
ORD001008,1,PROD00219,305.25,15.8
ORD001009,1,PROD00101,360.72,17.2
ORD001009,2,PROD00168,32.61,7.93
ORD001009,3,PROD00068,93.4,29.75
ORD001010,1,PROD00001,979.9,6.7
ORD001011,1,PROD00230,172.28,9.64
ORD001012,1,PROD00199,34.3,31.19
ORD001013,1,PROD00030,319.13,23.51
ORD001014,1,PROD00007,1243.09,17.91
ORD001014,2,PROD00025,209.92,31.38
ORD001014,3,PROD00006,160.93,12.16
ORD001014,4,PROD00082,25.83,19.89
ORD001015,1,PROD00130,122.05,24.51
ORD001015,2,PROD00171,34.09,27.95
ORD001016,1,PROD00129,22.16,13.08
ORD001016,2,PROD00118,13.3,18.32
ORD001017,1,PROD00118,14.38,26.77
ORD001017,2,PROD00039,263.66,11.6
ORD001018,1,PROD00219,271.64,18.43
ORD001019,1,PROD00026,765.31,9.68
ORD001020,1,PROD00103,353.93,28.48
ORD001021,1,PROD00033,564.52,27.48
ORD001021,2,PROD00013,181.49,7.48
ORD001021,3,PROD00037,811.6,10.06
ORD001022,1,PROD00006,139.64,5.03
ORD001022,2,PROD00028,829.37,27.13
ORD001022,3,PROD00040,216.04,20.14
ORD001023,1,PROD00214,59.16,33.61
ORD001024,1,PROD00066,31.73,29.02
ORD001025,1,PROD00197,21.27,31.39
ORD001026,1,PROD00045,122.24,26.59
ORD001027,1,PROD00168,34.04,25.41
ORD001027,2,PROD00037,688.98,33.84
ORD001028,1,PROD00231,139.32,19.17
ORD001028,2,PROD00143,1472.22,16.85
ORD001029,1,PROD00202,9.3,14.73
ORD001029,2,PROD00077,152.64,8.42
ORD001029,3,PROD00213,54.03,25.82
ORD001030,1,PROD00229,218.18,27.41
ORD001030,2,PROD00134,43.46,32.09
ORD001030,3,PROD00154,796.79,20.72
ORD001031,1,PROD00128,97.29,27.33
ORD001032,1,PROD00104,134.92,25.96
ORD001033,1,PROD00074,21.24,6.3
ORD001034,1,PROD00177,10.71,23.81
ORD001034,2,PROD00125,55.52,28.22
ORD001035,1,PROD00065,75.47,11.34
ORD001036,1,PROD00101,333.73,12.72
ORD001037,1,PROD00213,63.44,12.68
ORD001038,1,PROD00075,139.35,11.85
ORD001038,2,PROD00096,352.54,5.66
ORD001039,1,PROD00108,101.79,24.45
ORD001040,1,PROD00064,18.1,31.14
ORD001040,2,PROD00093,404.27,21.96
ORD001040,3,PROD00098,308.76,11.47
ORD001040,4,PROD00096,322.6,27.64
ORD001041,1,PROD00160,384.34,15.46
ORD001041,2,PROD00150,707.56,14.32
ORD001042,1,PROD00014,536.08,15.25
ORD001043,1,PROD00155,505.91,13.07
ORD001044,1,PROD00080,70.83,10.26
ORD001045,1,PROD00088,169.32,11.19
ORD001046,1,PROD00036,214.99,19.8
ORD001046,2,PROD00186,15.31,33.67
ORD001046,3,PROD00087,69.12,12.87
ORD001046,4,PROD00019,93.78,13.93
ORD001047,1,PROD00088,191.63,19.3
ORD001048,1,PROD00203,69.58,11.88
ORD001049,1,PROD00231,116.3,20.73
ORD001049,2,PROD00063,139.3,8.33
ORD001049,3,PROD00028,915.84,10.49
ORD001050,1,PROD00024,472.72,34.18
ORD001051,1,PROD00146,937.87,11.46
ORD001052,1,PROD00004,616.53,16.53
ORD001052,2,PROD00166,13.06,32.25
ORD001052,3,PROD00033,513.42,14.43
ORD001053,1,PROD00179,30.8,15.88
ORD001054,1,PROD00213,52.76,34.08
ORD001054,2,PROD00103,406.42,15.08
ORD001055,1,PROD00013,192.89,19.67
ORD001055,2,PROD00034,756.92,29.98
ORD001056,1,PROD00082,28.08,20.22
ORD001056,2,PROD00011,568.63,17.3
ORD001056,3,PROD00132,84.61,28.66
ORD001057,1,PROD00006,133.22,28.2
ORD001058,1,PROD00006,136.52,22.87
ORD001058,2,PROD00071,75.84,11.07
ORD001059,1,PROD00145,153.46,7.43
ORD001060,1,PROD00031,315.52,5.51
ORD001061,1,PROD00004,657.81,13.54
ORD001061,2,PROD00026,717.02,14.36
ORD001062,1,PROD00039,242.22,7.1
ORD001062,2,PROD00077,143.2,22.0
ORD001063,1,PROD00136,228.61,33.15
ORD001063,2,PROD00231,139.74,27.9
ORD001063,3,PROD00232,273.96,27.7
ORD001064,1,PROD00022,904.5,30.55
ORD001065,1,PROD00126,50.86,30.88
ORD001066,1,PROD00045,120.97,7.4
ORD001067,1,PROD00132,94.12,6.47
ORD001068,1,PROD00036,237.21,26.81
ORD001068,2,PROD00014,511.55,32.74
ORD001069,1,PROD00024,463.01,6.2
ORD001069,2,PROD00020,329.54,18.6
ORD001070,1,PROD00111,50.01,19.38
ORD001071,1,PROD00056,253.57,7.49
ORD001072,1,PROD00155,424.44,11.06
ORD001073,1,PROD00110,137.35,26.02
ORD001074,1,PROD00040,216.93,24.48
ORD001074,2,PROD00005,230.66,32.11
ORD001075,1,PROD00078,118.69,34.01
ORD001075,2,PROD00095,355.14,19.14
ORD001075,3,PROD00085,111.58,7.79
ORD001076,1,PROD00002,998.77,15.43
ORD001076,2,PROD00130,107.19,6.05
ORD001077,1,PROD00146,975.0,20.36
ORD001077,2,PROD00164,29.39,25.12
ORD001077,3,PROD00220,119.5,27.43
ORD001078,1,PROD00195,26.06,14.51
ORD001079,1,PROD00010,116.01,5.65
ORD001079,2,PROD00027,778.07,21.29
ORD001079,3,PROD00033,551.89,31.42
ORD001080,1,PROD00060,117.22,7.73
ORD001080,2,PROD00048,28.21,13.55
ORD001081,1,PROD00228,45.01,19.08
ORD001082,1,PROD00216,33.57,29.37
ORD001082,2,PROD00187,54.35,21.38
ORD001082,3,PROD00216,42.11,27.43
ORD001083,1,PROD00086,342.54,12.1
ORD001083,2,PROD00067,133.16,16.22
ORD001084,1,PROD00026,798.26,22.06
ORD001085,1,PROD00185,14.35,30.84
ORD001085,2,PROD00119,33.41,27.41
ORD001085,3,PROD00233,277.31,15.02
ORD001085,4,PROD00206,10.23,29.94
ORD001086,1,PROD00045,98.31,6.05
ORD001087,1,PROD00112,38.27,26.62
ORD001088,1,PROD00181,53.79,29.01
ORD001089,1,PROD00086,326.46,11.22
ORD001089,2,PROD00073,110.4,25.92
ORD001089,3,PROD00081,91.75,13.79
ORD001090,1,PROD00133,79.2,6.09
ORD001090,2,PROD00172,47.52,22.13
ORD001090,3,PROD00176,13.21,16.36
ORD001090,4,PROD00182,62.63,16.0
ORD001091,1,PROD00225,289.3,22.67
ORD001092,1,PROD00102,269.01,13.12
ORD001092,2,PROD00122,112.89,12.15
ORD001093,1,PROD00020,347.58,19.38
ORD001093,2,PROD00126,42.58,25.41
ORD001094,1,PROD00107,31.23,19.24
ORD001095,1,PROD00037,673.67,31.57
ORD001096,1,PROD00020,370.14,33.73
ORD001097,1,PROD00048,30.93,7.41
ORD001098,1,PROD00039,211.54,21.12
ORD001098,2,PROD00163,35.03,22.89
ORD001098,3,PROD00072,61.09,9.09
ORD001099,1,PROD00186,14.67,27.84
ORD001099,2,PROD00052,196.65,24.9
ORD001100,1,PROD00191,37.58,14.38
ORD001101,1,PROD00228,55.77,10.42
ORD001101,2,PROD00109,318.85,17.8
ORD001102,1,PROD00039,232.41,27.55
ORD001102,2,PROD00048,29.2,31.96
ORD001102,3,PROD00161,938.24,13.77
ORD001103,1,PROD00172,46.51,20.7
ORD001104,1,PROD00152,1351.68,13.0
ORD001104,2,PROD00094,118.5,19.6
ORD001104,3,PROD00061,58.81,18.0
ORD001104,4,PROD00227,152.13,34.61
ORD001105,1,PROD00213,64.82,29.53
ORD001105,2,PROD00130,124.9,27.6
ORD001106,1,PROD00063,137.84,5.03
ORD001107,1,PROD00049,47.6,9.4
ORD001107,2,PROD00238,176.32,9.35
ORD001108,1,PROD00037,718.92,28.59
ORD001109,1,PROD00078,116.11,12.7
ORD001109,2,PROD00088,176.02,24.77
ORD001109,3,PROD00099,178.45,25.92
ORD001109,4,PROD00021,807.84,8.44
ORD001110,1,PROD00032,341.58,16.8
ORD001111,1,PROD00035,870.57,9.19
ORD001111,2,PROD00074,20.17,6.35
ORD001112,1,PROD00154,781.64,8.44
ORD001113,1,PROD00234,268.94,15.07
ORD001114,1,PROD00084,377.82,11.55
ORD001115,1,PROD00057,88.18,34.45
ORD001115,2,PROD00228,48.61,24.16
ORD001115,3,PROD00167,49.62,34.41
ORD001116,1,PROD00162,992.4,19.69
ORD001116,2,PROD00068,78.88,19.15
ORD001117,1,PROD00210,75.7,34.55
ORD001118,1,PROD00110,127.26,9.43
ORD001119,1,PROD00019,107.82,27.5
ORD001119,2,PROD00123,126.43,33.72
ORD001119,3,PROD00027,828.15,25.23
ORD001120,1,PROD00114,79.81,7.18
ORD001120,2,PROD00158,1245.42,20.87
ORD001121,1,PROD00239,212.66,9.37
ORD001122,1,PROD00066,32.13,9.07
ORD001122,2,PROD00052,171.08,14.34
ORD001122,3,PROD00086,344.18,14.97
ORD001122,4,PROD00054,72.49,23.49
ORD001123,1,PROD00050,68.49,30.52
ORD001124,1,PROD00031,271.23,20.45
ORD001125,1,PROD00055,152.77,32.62
ORD001126,1,PROD00141,794.64,9.2
ORD001126,2,PROD00220,120.65,7.26
ORD001127,1,PROD00218,43.26,19.35
ORD001128,1,PROD00041,133.31,32.12
ORD001128,2,PROD00072,59.92,20.26
ORD001128,3,PROD00084,367.97,16.83
ORD001129,1,PROD00038,689.52,28.37
ORD001129,2,PROD00007,1177.01,34.8
ORD001129,3,PROD00011,535.19,26.42
ORD001130,1,PROD00038,715.88,20.87
ORD001131,1,PROD00160,394.22,21.23
ORD001132,1,PROD00221,319.07,6.22
ORD001133,1,PROD00189,14.81,7.35
ORD001133,2,PROD00127,72.11,7.93
ORD001133,3,PROD00007,1223.91,34.07
ORD001134,1,PROD00072,60.55,33.42
ORD001134,2,PROD00096,398.0,12.52
ORD001135,1,PROD00087,60.5,29.47
ORD001136,1,PROD00067,136.78,27.13
ORD001136,2,PROD00040,233.61,34.59
ORD001137,1,PROD00113,48.16,23.26
ORD001138,1,PROD00231,128.17,33.47
ORD001139,1,PROD00061,58.81,23.2
ORD001139,2,PROD00100,338.16,20.31
ORD001140,1,PROD00136,220.8,15.35
ORD001141,1,PROD00135,113.85,14.07
ORD001142,1,PROD00156,213.25,6.29
ORD001143,1,PROD00049,46.71,20.87
ORD001144,1,PROD00045,115.7,7.56
ORD001144,2,PROD00144,1378.44,13.42
ORD001145,1,PROD00094,115.34,30.59
ORD001145,2,PROD00025,222.8,28.22
ORD001146,1,PROD00140,152.41,24.25
ORD001146,2,PROD00222,256.97,28.55
ORD001147,1,PROD00139,162.26,10.9
ORD001147,2,PROD00077,169.88,12.3
ORD001148,1,PROD00100,332.15,7.85
ORD001148,2,PROD00169,32.31,28.78
ORD001149,1,PROD00095,400.71,23.43
ORD001150,1,PROD00094,131.39,18.54
ORD001150,2,PROD00140,136.36,14.11
ORD001151,1,PROD00154,644.37,34.6
ORD001152,1,PROD00044,86.82,17.47
ORD001153,1,PROD00172,45.54,27.2
ORD001154,1,PROD00121,57.71,10.72
ORD001155,1,PROD00098,360.9,11.93
ORD001156,1,PROD00062,49.69,7.34
ORD001157,1,PROD00073,92.97,19.62
ORD001157,2,PROD00105,230.53,10.93
ORD001158,1,PROD00061,66.21,33.3
ORD001158,2,PROD00051,125.01,11.79
ORD001159,1,PROD00060,119.88,31.38
ORD001160,1,PROD00202,10.02,11.9
ORD001160,2,PROD00020,386.46,12.05
ORD001161,1,PROD00131,66.62,27.3
ORD001161,2,PROD00033,518.48,5.86
ORD001161,3,PROD00172,47.18,17.92
ORD001162,1,PROD00223,44.29,15.24
ORD001163,1,PROD00086,346.1,18.9
ORD001163,2,PROD00026,653.94,34.9
ORD001163,3,PROD00189,16.51,26.01
ORD001164,1,PROD00025,222.36,31.61
ORD001165,1,PROD00031,286.03,8.09
ORD001166,1,PROD00037,746.71,13.74
ORD001167,1,PROD00046,242.97,28.26
ORD001168,1,PROD00020,397.35,22.18
ORD001169,1,PROD00147,1151.06,16.42
ORD001170,1,PROD00195,27.05,8.61
ORD001170,2,PROD00227,138.14,33.05
ORD001170,3,PROD00037,723.78,12.25
ORD001171,1,PROD00060,119.78,14.73
ORD001171,2,PROD00099,172.73,24.43
ORD001171,3,PROD00174,32.18,19.68
ORD001172,1,PROD00036,222.53,33.93
ORD001172,2,PROD00010,118.5,24.33
ORD001173,1,PROD00236,340.09,23.04
ORD001173,2,PROD00115,72.04,24.51
ORD001173,3,PROD00152,1519.3,26.11
ORD001174,1,PROD00175,43.29,15.77
ORD001175,1,PROD00173,26.2,24.24
ORD001176,1,PROD00104,124.28,6.35
ORD001176,2,PROD00188,46.67,24.71
ORD001177,1,PROD00153,154.37,7.69
ORD001178,1,PROD00034,830.07,12.12
ORD001178,2,PROD00124,98.36,23.29
ORD001179,1,PROD00046,211.73,34.03
ORD001179,2,PROD00089,335.47,9.2
ORD001180,1,PROD00034,663.09,12.61
ORD001181,1,PROD00173,30.99,33.71
ORD001182,1,PROD00057,92.97,26.02
ORD001182,2,PROD00215,67.45,29.29
ORD001182,3,PROD00208,23.83,18.96
ORD001183,1,PROD00234,331.97,34.81
ORD001183,2,PROD00158,1559.49,7.55
ORD001184,1,PROD00044,77.09,30.18
ORD001185,1,PROD00186,13.03,10.79
ORD001186,1,PROD00126,48.98,34.35
ORD001187,1,PROD00181,52.17,25.33
ORD001187,2,PROD00125,51.42,19.03
ORD001187,3,PROD00121,54.29,32.35
ORD001188,1,PROD00087,56.66,34.13
ORD001189,1,PROD00027,922.23,13.26
ORD001190,1,PROD00148,1532.18,8.36
ORD001191,1,PROD00182,52.93,20.6
ORD001192,1,PROD00184,16.81,34.18
ORD001192,2,PROD00135,108.11,23.25
ORD001193,1,PROD00200,43.24,17.96
ORD001193,2,PROD00023,614.72,20.14
ORD001194,1,PROD00169,37.4,14.14
ORD001194,2,PROD00115,59.63,16.21
ORD001194,3,PROD00129,22.35,14.81
ORD001195,1,PROD00082,25.6,14.57
ORD001196,1,PROD00005,259.92,29.35
ORD001196,2,PROD00031,307.54,25.47
ORD001197,1,PROD00209,64.12,25.7
ORD001198,1,PROD00125,55.77,14.9
ORD001199,1,PROD00045,102.06,21.96
ORD001199,2,PROD00226,156.92,8.82
ORD001200,1,PROD00132,97.67,18.47
ORD001200,2,PROD00149,1435.69,23.68
ORD001201,1,PROD00219,307.32,28.58
ORD001201,2,PROD00111,48.97,10.52
ORD001202,1,PROD00127,65.89,26.05
ORD001202,2,PROD00175,42.59,25.14
ORD001203,1,PROD00010,116.01,11.85
ORD001203,2,PROD00069,60.77,22.7
ORD001204,1,PROD00085,101.31,9.43
ORD001204,2,PROD00058,120.87,22.78
ORD001205,1,PROD00110,146.16,8.6
ORD001205,2,PROD00069,61.07,10.17
ORD001206,1,PROD00172,39.09,14.19
ORD001207,1,PROD00065,66.99,17.43
ORD001207,2,PROD00212,63.73,28.47
ORD001207,3,PROD00123,124.62,25.15
ORD001207,4,PROD00049,42.65,15.38
ORD001208,1,PROD00202,10.04,21.56
ORD001209,1,PROD00203,68.06,18.83
ORD001210,1,PROD00090,326.69,24.08
ORD001211,1,PROD00016,910.84,19.38
ORD001211,2,PROD00007,1099.33,15.9
ORD001212,1,PROD00096,409.29,25.85
ORD001212,2,PROD00069,60.25,12.12
ORD001213,1,PROD00194,62.83,10.15
ORD001214,1,PROD00157,1223.4,13.94
ORD001214,2,PROD00005,274.71,11.09
ORD001215,1,PROD00060,112.54,14.02
ORD001216,1,PROD00062,48.38,9.34
ORD001216,2,PROD00107,32.61,9.67
ORD001217,1,PROD00035,825.22,27.6
ORD001218,1,PROD00003,540.99,19.21
ORD001218,2,PROD00021,745.23,32.94
ORD001219,1,PROD00204,81.73,21.97
ORD001220,1,PROD00124,101.55,32.65
ORD001221,1,PROD00116,62.72,25.63
ORD001222,1,PROD00038,613.32,30.64
ORD001223,1,PROD00207,51.3,34.01
ORD001223,2,PROD00034,832.49,34.52
ORD001224,1,PROD00224,181.61,7.56
ORD001224,2,PROD00014,533.45,25.6
ORD001224,3,PROD00111,48.18,16.82
ORD001225,1,PROD00126,50.92,27.51
ORD001226,1,PROD00055,172.65,17.76
ORD001227,1,PROD00149,1252.23,31.9
ORD001228,1,PROD00102,260.6,30.8
ORD001228,2,PROD00218,37.99,33.95
ORD001228,3,PROD00076,33.39,14.47
ORD001228,4,PROD00073,109.95,34.09
ORD001229,1,PROD00220,135.87,22.29
ORD001230,1,PROD00126,48.26,34.84
ORD001231,1,PROD00167,51.53,28.22
ORD001232,1,PROD00108,94.96,6.95
ORD001233,1,PROD00150,714.36,28.1
ORD001233,2,PROD00086,340.73,21.19
ORD001234,1,PROD00103,380.93,9.48
ORD001234,2,PROD00170,18.67,27.28
ORD001234,3,PROD00024,547.16,18.8
ORD001235,1,PROD00109,276.79,34.39
ORD001235,2,PROD00120,107.6,17.14
ORD001235,3,PROD00077,167.82,10.85
ORD001236,1,PROD00068,95.73,12.02
ORD001237,1,PROD00108,102.54,6.51
ORD001238,1,PROD00073,111.74,8.34
ORD001239,1,PROD00038,665.26,9.17
ORD001239,2,PROD00016,943.23,27.49
ORD001240,1,PROD00134,39.52,26.75
ORD001241,1,PROD00230,177.64,26.01
ORD001242,1,PROD00226,147.2,9.73
ORD001242,2,PROD00141,684.68,15.98
ORD001243,1,PROD00080,69.48,13.38
ORD001244,1,PROD00134,44.76,30.02
ORD001245,1,PROD00159,419.98,18.92
ORD001246,1,PROD00119,29.77,19.6
ORD001246,2,PROD00078,120.53,26.98
ORD001247,1,PROD00027,879.88,26.42
ORD001248,1,PROD00112,40.56,19.64
ORD001248,2,PROD00161,988.97,29.94
ORD001248,3,PROD00111,51.59,12.39
ORD001249,1,PROD00151,310.12,30.18
ORD001249,2,PROD00167,57.51,22.96
ORD001250,1,PROD00086,298.14,23.17
ORD001251,1,PROD00144,1339.09,33.98
ORD001251,2,PROD00020,397.81,25.51
ORD001251,3,PROD00144,1434.31,10.29
ORD001251,4,PROD00225,295.29,23.54
ORD001252,1,PROD00081,90.48,12.69
ORD001252,2,PROD00087,67.98,28.01
ORD001253,1,PROD00116,68.65,30.57
ORD001254,1,PROD00134,46.79,25.99
ORD001255,1,PROD00015,544.97,12.54
ORD001255,2,PROD00222,259.67,32.78
ORD001256,1,PROD00161,965.72,5.92
ORD001257,1,PROD00054,68.37,31.67
ORD001257,2,PROD00017,96.14,13.32
ORD001258,1,PROD00068,77.61,21.6
ORD001258,2,PROD00041,120.13,9.01
ORD001258,3,PROD00088,190.27,11.52
ORD001258,4,PROD00043,165.53,13.25
ORD001259,1,PROD00035,873.73,31.53
ORD001260,1,PROD00197,25.43,22.84
ORD001260,2,PROD00027,888.51,27.47
ORD001261,1,PROD00057,96.35,29.14
ORD001262,1,PROD00218,40.57,9.32
ORD001262,2,PROD00160,403.62,34.67
ORD001263,1,PROD00164,31.21,31.22
ORD001263,2,PROD00116,73.45,20.36
ORD001263,3,PROD00034,810.69,17.82
ORD001263,4,PROD00031,282.22,12.6
ORD001264,1,PROD00029,239.09,23.61
ORD001265,1,PROD00211,80.16,9.83
ORD001266,1,PROD00205,46.32,25.32
ORD001267,1,PROD00140,143.35,13.32
ORD001267,2,PROD00097,145.13,21.24
ORD001267,3,PROD00067,160.29,6.21
ORD001268,1,PROD00034,817.79,28.28
ORD001268,2,PROD00233,306.17,34.47
ORD001268,3,PROD00061,62.07,34.26
ORD001268,4,PROD00104,120.21,9.17
ORD001269,1,PROD00230,189.39,6.76
ORD001269,2,PROD00155,422.96,27.37
ORD001269,3,PROD00146,806.45,12.07
ORD001269,4,PROD00144,1432.74,7.8
ORD001270,1,PROD00161,971.22,9.85
ORD001271,1,PROD00171,31.39,32.16
ORD001272,1,PROD00123,107.62,13.04
ORD001273,1,PROD00029,231.2,17.95
ORD001273,2,PROD00019,106.72,29.64
ORD001274,1,PROD00055,159.27,29.62
ORD001275,1,PROD00238,170.8,35.0
ORD001276,1,PROD00011,582.33,19.85
ORD001277,1,PROD00084,333.92,15.61
ORD001277,2,PROD00079,51.08,19.83
ORD001278,1,PROD00060,133.58,11.57
ORD001279,1,PROD00071,87.86,7.85
ORD001280,1,PROD00179,28.22,18.86
ORD001280,2,PROD00114,75.22,22.55
ORD001281,1,PROD00033,543.2,10.74
ORD001281,2,PROD00048,29.39,10.11
ORD001281,3,PROD00009,692.76,11.36
ORD001282,1,PROD00040,258.16,24.32
