customer_id,customer_unique_id,customer_state
OC000990,CUST100681,RJ
OC000991,CUST100681,RJ
OC000992,CUST100681,RJ
OC000993,CUST100682,CE
OC000994,CUST100683,SP
OC000995,CUST100684,BA
OC000996,CUST100685,PE
OC000997,CUST100686,SC
OC000998,CUST100687,BA
OC000999,CUST100688,RJ
OC001000,CUST100689,PE
OC001001,CUST100690,BA
OC001002,CUST100691,SP
OC001003,CUST100691,SP
OC001004,CUST100691,SP
OC001005,CUST100691,SP
OC001006,CUST100691,SP
OC001007,CUST100692,SC
OC001008,CUST100692,SC
OC001009,CUST100692,SC
OC001010,CUST100692,SC
OC001011,CUST100693,GO
OC001012,CUST100694,RJ
OC001013,CUST100695,SC
OC001014,CUST100696,BA
OC001015,CUST100697,GO
OC001016,CUST100698,MG
OC001017,CUST100698,MG
OC001018,CUST100699,SC
OC001019,CUST100700,MG
OC001020,CUST100701,PE
OC001021,CUST100702,PR
OC001022,CUST100703,CE
OC001023,CUST100704,PE
OC001024,CUST100705,GO
OC001025,CUST100706,GO
OC001026,CUST100707,SC
OC001027,CUST100708,CE
OC001028,CUST100708,CE
OC001029,CUST100708,CE
OC001030,CUST100708,CE
OC001031,CUST100709,PR
OC001032,CUST100710,BA
OC001033,CUST100711,RS
OC001034,CUST100712,RJ
OC001035,CUST100713,PR
OC001036,CUST100714,GO
OC001037,CUST100715,RS
OC001038,CUST100716,GO
OC001039,CUST100716,GO
OC001040,CUST100717,CE
OC001041,CUST100718,CE
OC001042,CUST100719,SC
OC001043,CUST100720,BA
OC001044,CUST100720,BA
OC001045,CUST100720,BA
OC001046,CUST100720,BA
OC001047,CUST100720,BA
OC001048,CUST100720,BA
OC001049,CUST100720,BA
OC001050,CUST100720,BA
OC001051,CUST100720,BA
OC001052,CUST100721,SP
OC001053,CUST100722,GO
OC001054,CUST100723,BA
OC001055,CUST100723,BA
OC001056,CUST100724,MG
OC001057,CUST100725,GO
OC001058,CUST100726,RS
OC001059,CUST100727,BA
OC001060,CUST100728,PR
OC001061,CUST100729,BA
OC001062,CUST100730,PR
OC001063,CUST100731,CE
OC001064,CUST100732,PR
OC001065,CUST100732,PR
OC001066,CUST100732,PR
OC001067,CUST100733,PE
OC001068,CUST100734,SP
OC001069,CUST100735,PE
OC001070,CUST100736,RS
OC001071,CUST100737,RJ
OC001072,CUST100738,RS
OC001073,CUST100739,SC
OC001074,CUST100739,SC
OC001075,CUST100740,GO
OC001076,CUST100741,PE
OC001077,CUST100742,RS
OC001078,CUST100742,RS
OC001079,CUST100743,GO
OC001080,CUST100744,GO
OC001081,CUST100744,GO
OC001082,CUST100745,GO
OC001083,CUST100746,SP
OC001084,CUST100747,RJ
OC001085,CUST100748,PR
OC001086,CUST100749,RS
OC001087,CUST100750,SC
OC001088,CUST100750,SC
OC001089,CUST100750,SC
OC001090,CUST100751,RS
OC001091,CUST100752,PR
OC001092,CUST100753,CE
OC001093,CUST100754,BA
OC001094,CUST100755,GO
OC001095,CUST100756,PE
OC001096,CUST100757,PE
OC001097,CUST100758,BA
OC001098,CUST100759,SC
OC001099,CUST100760,PE
OC001100,CUST100761,BA
OC001101,CUST100762,BA
OC001102,CUST100763,GO
OC001103,CUST100764,PR
OC001104,CUST100765,PR
OC001105,CUST100766,PR
OC001106,CUST100766,PR
OC001107,CUST100766,PR
OC001108,CUST100766,PR
OC001109,CUST100767,RS
OC001110,CUST100768,RJ
OC001111,CUST100769,RS
OC001112,CUST100770,BA
OC001113,CUST100771,RJ
OC001114,CUST100772,PE
OC001115,CUST100772,PE
OC001116,CUST100773,MG
OC001117,CUST100773,MG
OC001118,CUST100773,MG
OC001119,CUST100773,MG
OC001120,CUST100773,MG
OC001121,CUST100773,MG
OC001122,CUST100773,MG
OC001123,CUST100773,MG
OC001124,CUST100774,RS
OC001125,CUST100775,RS
OC001126,CUST100776,GO
OC001127,CUST100777,PR
OC001128,CUST100778,CE
OC001129,CUST100779,PE
OC001130,CUST100780,CE
OC001131,CUST100781,PR
OC001132,CUST100782,RJ
OC001133,CUST100783,RS
OC001134,CUST100783,RS
OC001135,CUST100784,PR
OC001136,CUST100785,RS
OC001137,CUST100786,BA
OC001138,CUST100786,BA
OC001139,CUST100786,BA
OC001140,CUST100786,BA
OC001141,CUST100787,MG
OC001142,CUST100788,PR
OC001143,CUST100788,PR
OC001144,CUST100789,SP
OC001145,CUST100790,PE
OC001146,CUST100791,MG
OC001147,CUST100792,PR
OC001148,CUST100793,SP
OC001149,CUST100794,SP
OC001150,CUST100795,PE
OC001151,CUST100796,PR
OC001152,CUST100797,MG
OC001153,CUST100798,GO
OC001154,CUST100799,RJ
OC001155,CUST100800,SP
OC001156,CUST100801,CE
OC001157,CUST100801,CE
OC001158,CUST100801,CE
OC001159,CUST100802,PR
OC001160,CUST100802,PR
OC001161,CUST100802,PR
OC001162,CUST100802,PR
OC001163,CUST100803,GO
OC001164,CUST100804,GO
OC001165,CUST100805,GO
OC001166,CUST100806,BA
OC001167,CUST100807,MG
OC001168,CUST100808,SP
OC001169,CUST100809,PR
OC001170,CUST100809,PR
OC001171,CUST100810,GO
OC001172,CUST100810,GO
OC001173,CUST100810,GO
OC001174,CUST100810,GO
OC001175,CUST100811,RJ
OC001176,CUST100812,RJ
OC001177,CUST100813,SC
OC001178,CUST100814,GO
OC001179,CUST100815,RJ
OC001180,CUST100816,CE
OC001181,CUST100816,CE
OC001182,CUST100817,SP
OC001183,CUST100818,MG
OC001184,CUST100819,MG
OC001185,CUST100819,MG
OC001186,CUST100820,CE
OC001187,CUST100820,CE
OC001188,CUST100821,PR
OC001189,CUST100821,PR
OC001190,CUST100822,RJ
OC001191,CUST100823,RS
OC001192,CUST100824,RJ
OC001193,CUST100825,PE
OC001194,CUST100826,SC
OC001195,CUST100827,CE
OC001196,CUST100828,CE
OC001197,CUST100829,CE
OC001198,CUST100830,RS
OC001199,CUST100830,RS
OC001200,CUST100831,PE
OC001201,CUST100832,SC
OC001202,CUST100833,GO
OC001203,CUST100834,GO
OC001204,CUST100835,PR
OC001205,CUST100836,CE
OC001206,CUST100837,SC
OC001207,CUST100837,SC
OC001208,CUST100838,PR
OC001209,CUST100839,CE
OC001210,CUST100840,CE
OC001211,CUST100841,SP
OC001212,CUST100842,CE
OC001213,CUST100843,RJ
OC001214,CUST100844,RS
OC001215,CUST100844,RS
OC001216,CUST100844,RS
OC001217,CUST100845,RS
OC001218,CUST100846,PR
OC001219,CUST100847,RJ
OC001220,CUST100848,MG
OC001221,CUST100849,RS
OC001222,CUST100850,MG
OC001223,CUST100851,PE
OC001224,CUST100852,RJ
OC001225,CUST100853,MG
OC001226,CUST100854,SP
OC001227,CUST100854,SP
OC001228,CUST100854,SP
OC001229,CUST100855,SC
OC001230,CUST100856,GO
OC001231,CUST100857,CE
OC001232,CUST100858,GO
OC001233,CUST100859,PR
OC001234,CUST100860,SP
OC001235,CUST100861,RS
OC001236,CUST100862,PR
OC001237,CUST100863,PR
OC001238,CUST100864,GO
OC001239,CUST100865,RJ
OC001240,CUST100866,RS
OC001241,CUST100867,PR
OC001242,CUST100868,CE
OC001243,CUST100869,RS
OC001244,CUST100870,SC
OC001245,CUST100870,SC
OC001246,CUST100870,SC
OC001247,CUST100871,RJ
OC001248,CUST100872,PE
OC001249,CUST100873,RS
OC001250,CUST100874,MG
OC001251,CUST100874,MG
OC001252,CUST100874,MG
OC001253,CUST100875,PR
OC001254,CUST100876,MG
OC001255,CUST100877,RJ
OC001256,CUST100878,SP
OC001257,CUST100879,MG
OC001258,CUST100879,MG
OC001259,CUST100880,PR
OC001260,CUST100881,CE
OC001261,CUST100882,CE
OC001262,CUST100883,PR
OC001263,CUST100884,GO
OC001264,CUST100885,RJ
OC001265,CUST100886,GO
OC001266,CUST100887,PR
OC001267,CUST100888,SC
OC001268,CUST100889,PR
OC001269,CUST100890,PE
OC001270,CUST100891,PE
OC001271,CUST100892,GO
OC001272,CUST100893,GO
OC001273,CUST100894,RJ
OC001274,CUST100895,CE
OC001275,CUST100896,SP
OC001276,CUST100897,SC
OC001277,CUST100898,BA
OC001278,CUST100899,CE
OC001279,CUST100900,PR
OC001280,CUST100900,PR
OC001281,CUST100900,PR
OC001282,CUST100901,SP
OC001283,CUST100902,RJ
OC001284,CUST100903,RS
OC001285,CUST100903,RS
OC001286,CUST100903,RS
OC001287,CUST100904,CE
OC001288,CUST100905,CE
OC001289,CUST100906,SP
OC001290,CUST100907,PR
OC001291,CUST100908,CE
OC001292,CUST100909,SP
OC001293,CUST100909,SP
OC001294,CUST100910,MG
OC001295,CUST100911,GO
OC001296,CUST100911,GO
OC001297,CUST100911,GO
OC001298,CUST100911,GO
OC001299,CUST100911,GO
OC001300,CUST100912,PE
OC001301,CUST100913,GO
OC001302,CUST100914,PR
OC001303,CUST100915,MG
OC001304,CUST100916,CE
OC001305,CUST100917,SC
OC001306,CUST100918,GO
OC001307,CUST100919,RJ
OC001308,CUST100920,GO
OC001309,CUST100921,BA
OC001310,CUST100921,BA
OC001311,CUST100921,BA
OC001312,CUST100921,BA
OC001313,CUST100922,SC
OC001314,CUST100923,BA
OC001315,CUST100923,BA
OC001316,CUST100923,BA
OC001317,CUST100924,BA
OC001318,CUST100925,RJ
OC001319,CUST100926,MG
OC001320,CUST100926,MG
OC001321,CUST100927,BA
OC001322,CUST100928,SC
OC001323,CUST100929,GO
OC001324,CUST100930,PR
OC001325,CUST100930,PR
OC001326,CUST100930,PR
OC001327,CUST100931,SC
OC001328,CUST100932,PE
OC001329,CUST100933,SP
OC001330,CUST100934,GO
OC001331,CUST100935,RJ
OC001332,CUST100936,BA
OC001333,CUST100937,PR
OC001334,CUST100938,BA
OC001335,CUST100938,BA
OC001336,CUST100938,BA
OC001337,CUST100938,BA
OC001338,CUST100938,BA
OC001339,CUST100938,BA
OC001340,CUST100938,BA
OC001341,CUST100939,RJ
OC001342,CUST100939,RJ
OC001343,CUST100940,SC
OC001344,CUST100940,SC
OC001345,CUST100940,SC
OC001346,CUST100941,PE
OC001347,CUST100942,SP
OC001348,CUST100943,PE
OC001349,CUST100944,GO
OC001350,CUST100945,SC
OC001351,CUST100946,SP
OC001352,CUST100947,RS
OC001353,CUST100948,PE
OC001354,CUST100949,BA
OC001355,CUST100950,CE
OC001356,CUST100950,CE
OC001357,CUST100950,CE
OC001358,CUST100950,CE
OC001359,CUST100951,GO
OC001360,CUST100952,GO
OC001361,CUST100953,SP
OC001362,CUST100954,RS
OC001363,CUST100955,PR
OC001364,CUST100955,PR
OC001365,CUST100956,PE
OC001366,CUST100957,MG
OC001367,CUST100958,PR
OC001368,CUST100958,PR
OC001369,CUST100959,GO
OC001370,CUST100960,GO
OC001371,CUST100961,RJ
OC001372,CUST100962,SP
OC001373,CUST100962,SP
OC001374,CUST100962,SP
OC001375,CUST100963,CE
OC001376,CUST100964,RS
OC001377,CUST100965,MG
OC001378,CUST100966,PR
OC001379,CUST100967,PE
OC001380,CUST100968,SP
OC001381,CUST100968,SP
OC001382,CUST100969,PE
OC001383,CUST100970,SC
OC001384,CUST100971,RJ
OC001385,CUST100971,RJ
OC001386,CUST100971,RJ
OC001387,CUST100971,RJ
OC001388,CUST100971,RJ
OC001389,CUST100971,RJ
OC001390,CUST100972,RS
OC001391,CUST100973,RJ
OC001392,CUST100974,GO
OC001393,CUST100975,RJ
OC001394,CUST100976,MG
OC001395,CUST100977,GO
OC001396,CUST100978,PR
OC001397,CUST100979,PE
OC001398,CUST100979,PE
OC001399,CUST100979,PE
OC001400,CUST100980,PR
OC001401,CUST100981,SC
OC001402,CUST100982,GO
OC001403,CUST100983,GO
OC001404,CUST100984,RS
OC001405,CUST100985,GO
OC001406,CUST100985,GO
OC001407,CUST100986,PE
OC001408,CUST100986,PE
OC001409,CUST100986,PE
OC001410,CUST100987,MG
OC001411,CUST100987,MG
OC001412,CUST100988,SC
OC001413,CUST100988,SC
OC001414,CUST100988,SC
OC001415,CUST100989,RS
OC001416,CUST100990,CE
OC001417,CUST100991,PE
OC001418,CUST100992,MG
OC001419,CUST100993,RJ
OC001420,CUST100994,PR
OC001421,CUST100995,SC
OC001422,CUST100996,BA
OC001423,CUST100996,BA
OC001424,CUST100997,PE
OC001425,CUST100998,PR
OC001426,CUST100999,SP
OC001427,CUST101000,PR
OC001428,CUST101000,PR
OC001429,CUST101001,PR
OC001430,CUST101002,CE
OC001431,CUST101003,CE
OC001432,CUST101004,GO
OC001433,CUST101005,MG
OC001434,CUST101006,GO
OC001435,CUST101007,PE
OC001436,CUST101008,GO
OC001437,CUST101009,BA
OC001438,CUST101010,BA
OC001439,CUST101010,BA
OC001440,CUST101011,PE
OC001441,CUST101011,PE
OC001442,CUST101011,PE
OC001443,CUST101012,PE
OC001444,CUST101013,SC
OC001445,CUST101014,GO
OC001446,CUST101015,BA
OC001447,CUST101016,RS
OC001448,CUST101017,RS
OC001449,CUST101018,CE
OC001450,CUST101019,SC
OC001451,CUST101020,RS
OC001452,CUST101021,SC
OC001453,CUST101022,SP
OC001454,CUST101023,BA
OC001455,CUST101024,GO
OC001456,CUST101025,SC
OC001457,CUST101026,SC
OC001458,CUST101027,MG
OC001459,CUST101028,GO
OC001460,CUST101029,SP
OC001461,CUST101030,MG
OC001462,CUST101030,MG
OC001463,CUST101031,PE
OC001464,CUST101032,CE
OC001465,CUST101033,BA
OC001466,CUST101034,RJ
OC001467,CUST101035,GO
OC001468,CUST101036,RJ
OC001469,CUST101037,PE
OC001470,CUST101037,PE
OC001471,CUST101037,PE
OC001472,CUST101037,PE
OC001473,CUST101037,PE
OC001474,CUST101038,GO
OC001475,CUST101039,SP
OC001476,CUST101039,SP
OC001477,CUST101039,SP
OC001478,CUST101039,SP
OC001479,CUST101039,SP
OC001480,CUST101039,SP
OC001481,CUST101039,SP
OC001482,CUST101039,SP
OC001483,CUST101039,SP
OC001484,CUST101040,MG
OC001485,CUST101041,SC
OC001486,CUST101041,SC
OC001487,CUST101042,MG
OC001488,CUST101043,RJ
OC001489,CUST101044,GO
OC001490,CUST101045,PR
OC001491,CUST101045,PR
OC001492,CUST101046,BA
OC001493,CUST101047,CE
OC001494,CUST101048,SC
OC001495,CUST101049,RJ
OC001496,CUST101050,BA
OC001497,CUST101051,PE
OC001498,CUST101052,SC
OC001499,CUST101052,SC
OC001500,CUST101053,BA
OC001501,CUST101054,GO
OC001502,CUST101054,GO
OC001503,CUST101055,PE
OC001504,CUST101056,SP
OC001505,CUST101057,CE
OC001506,CUST101058,RJ
OC001507,CUST101059,RS
OC001508,CUST101060,PR
OC001509,CUST101061,RS
OC001510,CUST101062,RJ
OC001511,CUST101063,SC
OC001512,CUST101064,RJ
OC001513,CUST101064,RJ
OC001514,CUST101064,RJ
OC001515,CUST101065,RJ
OC001516,CUST101065,RJ
OC001517,CUST101065,RJ
OC001518,CUST101065,RJ
OC001519,CUST101065,RJ
OC001520,CUST101065,RJ
OC001521,CUST101066,GO
OC001522,CUST101067,MG
OC001523,CUST101068,PR
OC001524,CUST101069,SP
OC001525,CUST101070,SP
OC001526,CUST101070,SP
OC001527,CUST101071,BA
OC001528,CUST101072,SP
OC001529,CUST101073,PR
OC001530,CUST101074,BA
OC001531,CUST101074,BA
OC001532,CUST101074,BA
OC001533,CUST101075,BA
OC001534,CUST101075,BA
OC001535,CUST101076,SC
OC001536,CUST101076,SC
OC001537,CUST101077,MG
OC001538,CUST101078,RS
OC001539,CUST101079,PE
OC001540,CUST101079,PE
OC001541,CUST101079,PE
OC001542,CUST101080,SC
OC001543,CUST101081,CE
OC001544,CUST101082,MG
OC001545,CUST101082,MG
OC001546,CUST101082,MG
OC001547,CUST101082,MG
OC001548,CUST101082,MG
OC001549,CUST101082,MG
OC001550,CUST101082,MG
OC001551,CUST101083,MG
OC001552,CUST101084,MG
OC001553,CUST101085,RJ
OC001554,CUST101086,CE
OC001555,CUST101086,CE
OC001556,CUST101086,CE
OC001557,CUST101086,CE
OC001558,CUST101087,SC
OC001559,CUST101088,CE
OC001560,CUST101088,CE
OC001561,CUST101088,CE
OC001562,CUST101089,RS
OC001563,CUST101090,GO
OC001564,CUST101091,CE
OC001565,CUST101092,MG
OC001566,CUST101093,RS
OC001567,CUST101094,GO
OC001568,CUST101095,PR
OC001569,CUST101095,PR
OC001570,CUST101095,PR
OC001571,CUST101095,PR
OC001572,CUST101095,PR
OC001573,CUST101095,PR
OC001574,CUST101095,PR
OC001575,CUST101096,GO
OC001576,CUST101097,PR
OC001577,CUST101098,SP
OC001578,CUST101099,GO
OC001579,CUST101100,PR
OC001580,CUST101101,PE
OC001581,CUST101102,MG
OC001582,CUST101103,RJ
OC001583,CUST101104,GO
OC001584,CUST101105,BA
OC001585,CUST101106,CE
OC001586,CUST101107,PR
OC001587,CUST101108,SC
OC001588,CUST101109,PR
OC001589,CUST101110,GO
OC001590,CUST101111,PR
OC001591,CUST101112,RS
OC001592,CUST101113,SC
OC001593,CUST101114,GO
OC001594,CUST101115,RJ
OC001595,CUST101116,RS
OC001596,CUST101117,SC
OC001597,CUST101118,CE
OC001598,CUST101118,CE
OC001599,CUST101119,BA
OC001600,CUST101119,BA
OC001601,CUST101119,BA
OC001602,CUST101119,BA
OC001603,CUST101120,CE
OC001604,CUST101121,PR
OC001605,CUST101122,PR
OC001606,CUST101122,PR
OC001607,CUST101122,PR
OC001608,CUST101123,SP
OC001609,CUST101123,SP
OC001610,CUST101124,SC
OC001611,CUST101125,PR
OC001612,CUST101125,PR
OC001613,CUST101125,PR
OC001614,CUST101125,PR
OC001615,CUST101125,PR
OC001616,CUST101125,PR
OC001617,CUST101125,PR
OC001618,CUST101125,PR
OC001619,CUST101125,PR
OC001620,CUST101125,PR
OC001621,CUST101125,PR
OC001622,CUST101125,PR
OC001623,CUST101125,PR
OC001624,CUST101126,SP
OC001625,CUST101127,CE
OC001626,CUST101128,SP
OC001627,CUST101129,CE
OC001628,CUST101130,GO
OC001629,CUST101131,PR
OC001630,CUST101132,RS
OC001631,CUST101133,CE
OC001632,CUST101134,BA
OC001633,CUST101134,BA
OC001634,CUST101134,BA
OC001635,CUST101134,BA
OC001636,CUST101135,RS
OC001637,CUST101136,RS
OC001638,CUST101136,RS
OC001639,CUST101137,CE
OC001640,CUST101137,CE
OC001641,CUST101137,CE
OC001642,CUST101137,CE
OC001643,CUST101137,CE
OC001644,CUST101137,CE
OC001645,CUST101137,CE
OC001646,CUST101138,PR
OC001647,CUST101139,MG
OC001648,CUST101140,RJ
OC001649,CUST101141,SP
OC001650,CUST101141,SP
OC001651,CUST101142,PR
OC001652,CUST101142,PR
OC001653,CUST101142,PR
OC001654,CUST101143,GO
OC001655,CUST101144,SP
OC001656,CUST101145,CE
OC001657,CUST101145,CE
OC001658,CUST101146,BA
OC001659,CUST101147,MG
OC001660,CUST101148,RJ
OC001661,CUST101149,PR
OC001662,CUST101150,BA
OC001663,CUST101151,SC
OC001664,CUST101152,MG
OC001665,CUST101152,MG
OC001666,CUST101153,RS
OC001667,CUST101154,MG
OC001668,CUST101154,MG
OC001669,CUST101154,MG
OC001670,CUST101155,PE
OC001671,CUST101156,BA
OC001672,CUST101157,PE
OC001673,CUST101157,PE
OC001674,CUST101157,PE
OC001675,CUST101157,PE
OC001676,CUST101157,PE
OC001677,CUST101158,PE
OC001678,CUST101159,PR
OC001679,CUST101159,PR
OC001680,CUST101159,PR
OC001681,CUST101159,PR
OC001682,CUST101160,MG
OC001683,CUST101161,PR
OC001684,CUST101162,GO
OC001685,CUST101162,GO
OC001686,CUST101162,GO
OC001687,CUST101163,PR
OC001688,CUST101164,BA
OC001689,CUST101165,RJ
OC001690,CUST101166,GO
OC001691,CUST101167,RJ
OC001692,CUST101168,MG
OC001693,CUST101169,RS
OC001694,CUST101170,SC
OC001695,CUST101170,SC
OC001696,CUST101170,SC
OC001697,CUST101170,SC
OC001698,CUST101170,SC
OC001699,CUST101171,PE
OC001700,CUST101172,BA
OC001701,CUST101173,RJ
OC001702,CUST101173,RJ
OC001703,CUST101174,SC
OC001704,CUST101175,SP
OC001705,CUST101176,PR
OC001706,CUST101177,PE
OC001707,CUST101178,RJ
OC001708,CUST101179,GO
OC001709,CUST101180,BA
OC001710,CUST101181,PR
OC001711,CUST101182,CE
OC001712,CUST101183,SC
OC001713,CUST101184,BA
OC001714,CUST101185,RJ
OC001715,CUST101186,RS
OC001716,CUST101187,GO
OC001717,CUST101188,SP
OC001718,CUST101188,SP
OC001719,CUST101189,CE
OC001720,CUST101189,CE
OC001721,CUST101190,PE
OC001722,CUST101191,BA
OC001723,CUST101192,CE
OC001724,CUST101192,CE
OC001725,CUST101192,CE
OC001726,CUST101193,RS
OC001727,CUST101194,RJ
OC001728,CUST101194,RJ
OC001729,CUST101195,GO
OC001730,CUST101196,PR
OC001731,CUST101197,SC
OC001732,CUST101198,RJ
OC001733,CUST101199,MG
OC001734,CUST101199,MG
OC001735,CUST101200,SP
OC001736,CUST101201,SP
OC001737,CUST101202,PR
OC001738,CUST101203,GO
OC001739,CUST101204,RJ
OC001740,CUST101205,RJ
OC001741,CUST101206,RS
OC001742,CUST101207,PE
OC001743,CUST101208,MG
OC001744,CUST101209,SC
OC001745,CUST101210,GO
OC001746,CUST101211,BA
OC001747,CUST101212,PE
OC001748,CUST101212,PE
OC001749,CUST101213,SC
OC001750,CUST101214,CE
OC001751,CUST101215,MG
OC001752,CUST101216,SC
OC001753,CUST101216,SC
OC001754,CUST101217,RJ
OC001755,CUST101218,GO
OC001756,CUST101219,CE
OC001757,CUST101220,SC
OC001758,CUST101220,SC
OC001759,CUST101220,SC
OC001760,CUST101221,PR
OC001761,CUST101222,SP
OC001762,CUST101223,BA
OC001763,CUST101224,RS
OC001764,CUST101225,GO
OC001765,CUST101226,GO
OC001766,CUST101226,GO
OC001767,CUST101227,RS
OC001768,CUST101228,BA
OC001769,CUST101229,RJ
OC001770,CUST101230,BA
OC001771,CUST101230,BA
OC001772,CUST101230,BA
OC001773,CUST101231,PE
OC001774,CUST101232,BA
OC001775,CUST101233,SP
OC001776,CUST101234,SC
OC001777,CUST101235,PR
OC001778,CUST101236,RS
OC001779,CUST101237,RJ
OC001780,CUST101238,GO
OC001781,CUST101239,RJ
OC001782,CUST101240,RS
OC001783,CUST101241,CE
OC001784,CUST101242,SP
OC001785,CUST101243,SP
OC001786,CUST101243,SP
OC001787,CUST101243,SP
OC001788,CUST101243,SP
OC001789,CUST101243,SP
OC001790,CUST101244,BA
OC001791,CUST101245,RS
OC001792,CUST101246,MG
OC001793,CUST101247,CE
OC001794,CUST101248,RS
OC001795,CUST101249,RJ
OC001796,CUST101249,RJ
OC001797,CUST101249,RJ
OC001798,CUST101250,PE
OC001799,CUST101250,PE
OC001800,CUST101251,RS
OC001801,CUST101252,CE
OC001802,CUST101253,RS
OC001803,CUST101254,RS
OC001804,CUST101255,BA
OC001805,CUST101256,MG
OC001806,CUST101257,CE
OC001807,CUST101257,CE
OC001808,CUST101258,SP
OC001809,CUST101259,PR
OC001810,CUST101260,MG
OC001811,CUST101260,MG
OC001812,CUST101260,MG
OC001813,CUST101260,MG
OC001814,CUST101260,MG
OC001815,CUST101261,MG
OC001816,CUST101262,PE
OC001817,CUST101263,PR
OC001818,CUST101264,MG
OC001819,CUST101265,RJ
OC001820,CUST101266,SP
OC001821,CUST101266,SP
OC001822,CUST101266,SP
OC001823,CUST101267,MG
OC001824,CUST101268,SP
OC001825,CUST101269,BA
OC001826,CUST101270,RS
OC001827,CUST101271,CE
OC001828,CUST101272,BA
OC001829,CUST101272,BA
OC001830,CUST101273,SP
OC001831,CUST101274,MG
OC001832,CUST101275,PR
OC001833,CUST101276,SP
OC001834,CUST101277,MG
OC001835,CUST101278,SC
OC001836,CUST101278,SC
OC001837,CUST101279,PE
OC001838,CUST101279,PE
OC001839,CUST101279,PE
OC001840,CUST101279,PE
OC001841,CUST101280,RJ
OC001842,CUST101281,RJ
OC001843,CUST101282,GO
OC001844,CUST101282,GO
OC001845,CUST101282,GO
OC001846,CUST101283,GO
OC001847,CUST101284,BA
OC001848,CUST101285,PE
OC001849,CUST101285,PE
OC001850,CUST101286,CE
OC001851,CUST101287,RJ
OC001852,CUST101288,GO
OC001853,CUST101289,PE
OC001854,CUST101290,RS
OC001855,CUST101291,CE
OC001856,CUST101292,SP
OC001857,CUST101292,SP
OC001858,CUST101292,SP
OC001859,CUST101292,SP
OC001860,CUST101292,SP
OC001861,CUST101293,PE
OC001862,CUST101294,PR
OC001863,CUST101295,GO
OC001864,CUST101296,SP
OC001865,CUST101297,SP
OC001866,CUST101298,GO
OC001867,CUST101299,SC
OC001868,CUST101299,SC
OC001869,CUST101300,SC
OC001870,CUST101301,RJ
OC001871,CUST101302,GO
OC001872,CUST101303,GO
OC001873,CUST101303,GO
OC001874,CUST101303,GO
OC001875,CUST101303,GO
OC001876,CUST101304,RJ
OC001877,CUST101304,RJ
OC001878,CUST101305,RJ
OC001879,CUST101306,BA
OC001880,CUST101307,CE
OC001881,CUST101308,MG
OC001882,CUST101308,MG
OC001883,CUST101308,MG
OC001884,CUST101309,RJ
OC001885,CUST101310,MG
OC001886,CUST101311,PR
OC001887,CUST101312,CE
OC001888,CUST101313,CE
OC001889,CUST101314,PE
OC001890,CUST101315,BA
OC001891,CUST101316,SC
OC001892,CUST101317,CE
OC001893,CUST101318,PE
OC001894,CUST101319,PR
OC001895,CUST101319,PR
OC001896,CUST101320,GO
OC001897,CUST101321,PE
OC001898,CUST101322,CE
OC001899,CUST101323,SC
OC001900,CUST101324,RJ
OC001901,CUST101324,RJ
OC001902,CUST101324,RJ
OC001903,CUST101324,RJ
OC001904,CUST101324,RJ
OC001905,CUST101324,RJ
OC001906,CUST101324,RJ
OC001907,CUST101324,RJ
OC001908,CUST101325,RJ
OC001909,CUST101326,PE
OC001910,CUST101327,RS
OC001911,CUST101328,SC
OC001912,CUST101328,SC
OC001913,CUST101328,SC
OC001914,CUST101329,GO
OC001915,CUST101330,RS
OC001916,CUST101331,SC
OC001917,CUST101332,BA
OC001918,CUST101333,GO
OC001919,CUST101333,GO
OC001920,CUST101334,SC
OC001921,CUST101334,SC
OC001922,CUST101335,SC
OC001923,CUST101335,SC
OC001924,CUST101335,SC
OC001925,CUST101335,SC
OC001926,CUST101335,SC
OC001927,CUST101335,SC
OC001928,CUST101336,RJ
OC001929,CUST101337,BA
OC001930,CUST101338,SC
OC001931,CUST101339,BA
OC001932,CUST101340,PR
OC001933,CUST101341,BA
OC001934,CUST101342,MG
OC001935,CUST101343,GO
OC001936,CUST101343,GO
OC001937,CUST101343,GO
OC001938,CUST101343,GO
OC001939,CUST101344,RJ
OC001940,CUST101345,RJ
OC001941,CUST101346,RJ
OC001942,CUST101347,RJ
OC001943,CUST101348,SC
OC001944,CUST101349,RJ
OC001945,CUST101350,BA
OC001946,CUST101351,MG
OC001947,CUST101352,PE
OC001948,CUST101353,SP
OC001949,CUST101354,CE
OC001950,CUST101355,PE
OC001951,CUST101356,PE
OC001952,CUST101357,BA
OC001953,CUST101357,BA
OC001954,CUST101358,RJ
OC001955,CUST101358,RJ
OC001956,CUST101358,RJ
OC001957,CUST101358,RJ
OC001958,CUST101358,RJ
OC001959,CUST101359,SC
OC001960,CUST101360,BA
OC001961,CUST101361,SC
OC001962,CUST101362,SP
OC001963,CUST101363,PR
OC001964,CUST101363,PR
OC001965,CUST101363,PR
OC001966,CUST101363,PR
OC001967,CUST101364,CE
OC001968,CUST101365,PR
OC001969,CUST101366,BA
OC001970,CUST101367,RJ
OC001971,CUST101367,RJ
OC001972,CUST101367,RJ
OC001973,CUST101367,RJ
OC001974,CUST101367,RJ
OC001975,CUST101368,CE
OC001976,CUST101369,PE
OC001977,CUST101370,RS
OC001978,CUST101371,MG
OC001979,CUST101372,GO
